seed,legend,step,snr,demand,action_mcs,action_prb,mcs,prb,pwr,tbs,reward,cum_regret,avg_regret
2,VITS,0,14.0,4193.2666,28.0,106.0,19.0,0.0,82.87844,29273.867,7.0722456,1.0008566,1.0008566
2,VITS,1,14.0,3682.8667,11.0,106.0,11.0,0.0,82.33983,28262.746,6.997564,1.1808898,0.18003324
2,VITS,2,13.5,2690.2334,28.0,106.0,11.0,106.0,82.08184,27095.912,7.0286202,1.2136368,0.032746926
2,VITS,3,14.0,2537.2,28.0,106.0,12.0,106.0,81.50244,26198.96,7.060067,1.2463009,0.032664187
2,VITS,4,13.5,21152.434,22.0,31.0,12.0,30.0,80.58183,24283.064,7.022681,1.9270487,0.6807478
2,VITS,5,14.0,7734.7334,28.0,106.0,13.0,0.0,80.602974,24313.559,7.022681,1.9362371,0.009188452
2,VITS,6,14.0,2553.4666,25.0,66.0,14.0,39.0,80.2941,23418.416,7.055577,2.429778,0.4935409
2,VITS,7,14.0,14048.333,28.0,31.0,14.0,30.0,79.51857,21973.375,6.97222,2.7455008,0.31572276
2,VITS,8,13.5,47520.668,27.0,26.0,15.0,26.0,78.956665,20605.637,7.0234165,3.5851624,0.83966166
2,VITS,9,14.0,22620.1,25.0,66.0,15.0,66.0,78.70599,20673.846,7.0407176,3.768862,0.18369965
2,VITS,10,13.5,3833.4,20.0,86.0,16.0,0.0,78.33179,21036.541,7.075683,3.879103,0.1102409
2,VITS,11,13.5,2975.2,28.0,106.0,17.0,0.0,78.34781,21169.555,7.075683,3.8805244,0.0014214902
2,VITS,12,13.5,3103.5667,27.0,96.0,17.0,0.0,78.167465,21445.453,7.093351,4.2983,0.41777545
2,VITS,13,14.0,3865.1667,28.0,56.0,18.0,56.0,77.90061,21249.84,7.1111445,4.375897,0.07759694
2,VITS,14,14.0,41674.566,13.0,11.0,13.0,11.0,77.22004,19421.416,7.029471,4.783059,0.40716228
2,VITS,15,14.0,122330.9,9.0,86.0,9.0,85.0,77.14803,19041.674,7.029471,6.4461646,1.6631056
2,VITS,16,14.0,37798.0,25.0,66.0,10.0,65.0,76.95041,18315.906,7.047921,6.4623604,0.016195845
2,VITS,17,13.5,22142.0,25.0,66.0,10.0,65.0,77.11396,17662.717,7.029471,6.469263,0.006902774
