seed,legend,step,snr,demand,action_mcs,action_prb,mcs,prb,pwr,tbs,reward,cum_regret,avg_regret
0,Baseline,0,15.0,4228.05,28.0,106.0,21.0,0.0,79.6111,28318.4,1.834851,5.6897254,5.6897254
0,Baseline,1,14.5,3847.35,25.0,31.0,21.0,84.0,79.05174,26908.8,1.8796622,11.705147,6.0154214
0,Baseline,2,14.5,9952.0,25.0,106.0,21.0,0.0,81.67455,33564.0,1.821073,18.421062,6.715916
0,Baseline,3,15.0,4098.95,10.0,96.0,21.0,0.0,80.07426,29005.2,1.8019751,24.55507,6.1340084
0,Baseline,4,15.0,4601.4,12.0,26.0,21.0,0.0,80.98578,31351.2,1.7289194,31.808912,7.253842
0,Baseline,5,15.5,4636.65,10.0,106.0,21.0,0.0,79.66404,23190.0,2.0946796,37.61425,5.805336
0,Baseline,6,15.0,5661.45,27.0,91.0,21.0,0.0,79.13703,39212.0,1.4986912,42.66551,5.0512567
0,Baseline,7,14.5,4161.35,9.0,21.0,21.0,0.0,79.33205,32085.2,1.6873844,49.468193,6.802683
0,Baseline,8,15.0,4593.7,26.0,76.0,21.0,0.0,79.676674,32287.2,1.69423,54.49675,5.0285587
0,Baseline,9,14.5,3783.2,22.0,81.0,21.0,0.0,80.486015,27905.6,1.834982,60.568237,6.0714874
0,Baseline,10,15.0,3852.6,15.0,51.0,21.0,0.0,80.115974,30392.0,1.7392242,66.55048,5.982247
0,Baseline,11,14.5,4200.65,26.0,66.0,21.0,0.0,79.15254,31377.6,1.7143681,72.091545,5.5410633
0,Baseline,12,14.5,4451.1,10.0,66.0,21.0,0.0,78.51631,34331.6,1.6330343,77.62977,5.5382266
0,Baseline,13,15.0,4932.65,9.0,91.0,21.0,0.0,79.194916,30254.0,1.7825483,85.86079,8.231017
0,Baseline,14,15.0,3388.65,20.0,61.0,21.0,0.0,78.32054,24794.0,1.9701861,91.55566,5.694873
0,Baseline,15,14.5,4684.05,23.0,46.0,21.0,0.0,76.860695,31815.6,1.7431685,98.19498,6.639319
0,Baseline,16,15.0,6376.55,22.0,106.0,21.0,34.0,78.40355,40083.6,1.5060395,106.9848,8.789823
0,Baseline,17,15.0,4703.25,18.0,41.0,21.0,37.0,79.78199,34142.4,1.6327134,115.003395,8.018593
0,Baseline,18,15.0,5619.4,13.0,76.0,21.0,0.0,78.72543,25258.8,2.048648,120.041954,5.038559
0,Baseline,19,15.0,5048.6,22.0,81.0,21.0,0.0,81.63362,33718.0,1.6438483,124.97141,4.929462
0,Baseline,20,15.0,3993.55,15.0,86.0,21.0,24.0,74.86016,32139.6,1.7233564,131.37279,6.401375
0,Baseline,21,15.0,5574.3,27.0,26.0,21.0,0.0,81.11913,36504.8,1.5661217,136.89757,5.5247874
0,Baseline,22,15.0,5220.6,25.0,51.0,21.0,82.0,78.98819,32250.0,1.7306745,142.01491,5.1173387
0,Baseline,23,15.0,4162.65,22.0,16.0,21.0,0.0,78.19377,26777.2,1.9126285,147.27281,5.257897
0,Baseline,24,15.0,8111.6,10.0,81.0,22.0,0.0,82.17072,37024.0,1.6249686,155.18755,7.914732
0,Baseline,25,14.5,7240.65,26.0,11.0,22.0,40.0,79.37137,43080.4,1.4273931,161.63475,6.4472065
0,Baseline,26,15.0,6318.95,20.0,31.0,22.0,0.0,80.97102,42018.0,1.4344023,167.8467,6.2119465
0,Baseline,27,15.0,5671.6,20.0,91.0,22.0,93.0,78.02301,42824.4,1.4110663,176.45451,8.607825
0,Baseline,28,15.0,6023.45,16.0,21.0,22.0,0.0,78.757164,43543.6,1.3999898,182.97629,6.5217743
0,Baseline,29,15.0,6608.3,15.0,66.0,22.0,0.0,77.74753,46394.0,1.3393836,189.23988,6.2635975
0,Baseline,30,15.0,7053.45,28.0,21.0,22.0,22.0,81.84438,49931.2,1.2344301,195.65018,6.410298
0,Baseline,31,15.0,4314.2,20.0,41.0,22.0,0.0,80.06226,34336.8,1.6143565,200.84569,5.1955056
0,Baseline,32,14.5,6945.2,11.0,96.0,22.0,0.0,79.00349,46513.2,1.3294204,206.33029,5.484598
0,Baseline,33,15.0,6601.15,20.0,41.0,22.0,106.0,82.99286,42710.8,1.4077599,214.40475,8.07446
0,Baseline,34,15.5,7765.6,10.0,36.0,22.0,0.0,77.6699,44568.8,1.4134189,222.5018,8.097048
0,Baseline,35,15.0,7927.1,9.0,11.0,22.0,106.0,79.324036,51459.6,1.2305435,228.6162,6.1143966
0,Baseline,36,14.5,4291.0,27.0,106.0,21.0,17.0,78.66773,27594.8,1.8821467,233.82747,5.211274
0,Baseline,37,15.0,3204.3,22.0,106.0,21.0,21.0,77.21111,20154.8,2.2041698,238.27818,4.45071
0,Baseline,38,15.0,4932.95,11.0,71.0,21.0,0.0,76.35827,39776.4,1.4921292,245.2801,7.0019255
0,Baseline,39,15.0,2184.9,27.0,91.0,21.0,0.0,80.28344,13576.4,2.5907078,251.96588,6.6857767
0,Baseline,40,15.5,4081.5,18.0,91.0,21.0,106.0,78.59824,32216.8,1.6944927,258.9811,7.0152335
0,Baseline,41,14.5,3877.8,15.0,51.0,21.0,0.0,78.63835,30991.2,1.7322211,265.2217,6.2406025
0,Baseline,42,15.0,4875.55,9.0,11.0,21.0,0.0,80.8284,32732.8,1.6873343,272.05606,6.8343368
0,Baseline,43,15.0,4458.4,16.0,66.0,21.0,104.0,81.031494,29308.4,1.7888141,277.74512,5.689053
0,Baseline,44,15.0,5658.75,27.0,101.0,21.0,0.0,79.05424,38256.8,1.527547,283.10913,5.364007
0,Baseline,45,15.0,4165.55,21.0,56.0,21.0,0.0,79.520164,32908.0,1.6585608,289.09622,5.9870825
0,Baseline,46,14.5,3843.8,18.0,86.0,21.0,0.0,77.97042,29478.4,1.7883236,294.3914,5.295169
0,Baseline,47,15.5,3886.1,19.0,86.0,21.0,0.0,83.186516,30006.0,1.7266946,304.11606,9.724678
