seed,legend,step,snr,demand,action_mcs,action_prb,mcs,prb,pwr,tbs,reward,cum_regret,avg_regret
3,VITS,0,12.0,2911.8,28.0,106.0,17.0,106.0,82.44908,23170.4,6.8797855,1.9349967,1.9349967
3,VITS,1,12.0,3430.6667,23.0,81.0,17.0,81.0,81.95507,23256.293,6.9108415,6.054769,4.1197724
3,VITS,2,12.0,4006.9333,26.0,66.0,17.0,66.0,81.49709,23120.023,6.958162,8.37019,2.3154206
3,VITS,3,12.0,3686.2666,27.0,101.0,17.0,0.0,81.31546,23319.3,6.958162,9.869668,1.499478
3,VITS,4,12.0,4430.1665,22.0,66.0,17.0,66.0,80.85069,23236.572,7.006395,12.147608,2.2779396
3,VITS,5,12.0,33977.168,25.0,11.0,17.0,11.0,80.24425,21291.875,6.9220514,16.335943,4.1883354
3,VITS,6,11.0,142128.0,15.0,16.0,15.0,16.0,79.80616,19687.486,6.955385,18.35936,2.0234168
3,VITS,7,12.0,289632.0,18.0,21.0,15.0,21.0,79.192535,18409.938,6.8520913,18.720463,0.36110288
3,VITS,8,13.0,294372.0,25.0,11.0,15.0,11.0,78.781876,16944.145,6.8865747,20.250074,1.5296124
3,VITS,9,12.0,272431.8,9.0,101.0,9.0,101.0,78.597786,17089.57,6.9039965,21.176016,0.92594147
3,VITS,10,12.0,273864.0,12.0,96.0,9.0,96.0,78.283104,17123.014,6.9392085,24.756319,3.580304
3,VITS,11,12.0,218864.0,11.0,41.0,9.0,41.0,77.83496,16153.111,6.7926126,28.273905,3.517585
3,VITS,12,12.5,296964.0,14.0,11.0,10.0,11.0,77.181656,14740.2,6.8471603,32.285103,4.011196
3,VITS,13,12.0,274656.0,27.0,91.0,10.0,91.0,76.787506,14955.78,6.884198,35.63497,3.3498697
3,VITS,14,12.0,281628.53,14.0,61.0,11.0,61.0,76.67369,14689.803,6.902925,41.60689,5.9719186
3,VITS,15,12.0,284244.0,25.0,51.0,11.0,51.0,76.69565,14271.222,6.902925,45.648678,4.041785
