legend,step,pwr
Minimum,92,75.77
Minimum,93,75.17
Minimum,94,74.17
Minimum,95,75.19
Minimum,96,74.67
Minimum,97,74.5
Minimum,98,74.36
Minimum,99,77.64
Minimum,100,75.15
Minimum,101,74.42
Minimum,102,75.23
Minimum,103,73.91
Minimum,104,75.35
Minimum,105,74.78
Minimum,106,73.63
Minimum,107,75.13
Minimum,108,74.95
Minimum,109,75.74
Minimum,110,74.81
Minimum,111,74.58
Minimum,112,74.95
Minimum,113,75.17
Minimum,114,75.07
Minimum,115,73.79
Minimum,116,75.89
Minimum,117,74.38
Minimum,118,73.81
Minimum,119,75.9
Minimum,120,75.03
Minimum,121,73.99
Minimum,122,75.11
Minimum,123,74.69
Minimum,124,74.84
Minimum,125,74.8
Minimum,126,74.09
Minimum,127,74.42
Minimum,128,74.76
Minimum,129,74.94
Minimum,130,75.13
Minimum,131,74.6
Minimum,132,75.26
Minimum,133,74.78
Minimum,134,74.39
Minimum,135,75.3
Minimum,136,74.62
Minimum,137,74.95
Minimum,138,75.92
Minimum,139,74.94
Minimum,140,74.64
Minimum,141,74.47
Minimum,142,74.89
Minimum,143,75.0
Minimum,144,74.45
Minimum,145,74.74
Minimum,146,74.49
Minimum,147,75.47
Minimum,148,74.1
Minimum,149,75.44
Minimum,150,74.35
Minimum,151,75.28
Minimum,152,74.07
Minimum,153,75.26
Minimum,154,75.29
Minimum,155,74.72
Minimum,156,74.98
Minimum,157,74.23
Minimum,158,74.94
Minimum,159,75.3
Minimum,160,74.23
Minimum,161,75.61
Minimum,162,74.49
Minimum,163,75.02
Minimum,164,75.14
Minimum,165,74.43
Minimum,166,74.24
Minimum,167,75.54
Minimum,168,73.65
Minimum,169,75.89
Minimum,170,74.56
Minimum,171,74.99
Minimum,172,75.28
Minimum,173,74.0
Minimum,174,75.32
Minimum,175,74.15
Minimum,176,75.5
Minimum,177,75.52
Minimum,178,74.87
Minimum,179,75.48
Minimum,180,74.11
Minimum,181,75.34
Minimum,182,74.69
Minimum,183,74.5
Minimum,184,75.62
Minimum,185,73.98
Minimum,186,74.55
Minimum,187,75.89
Minimum,188,74.33
Minimum,189,75.3
Minimum,190,75.17
Minimum,191,73.85
Minimum,192,75.82
Minimum,193,73.77
Minimum,194,75.33
Minimum,195,75.38
Minimum,196,73.55
Minimum,197,75.89
Minimum,198,74.5
Minimum,199,74.74
Minimum,200,74.46
Minimum,201,75.16
Minimum,202,74.83
Minimum,203,74.23
Minimum,204,74.61
Minimum,205,75.34
Minimum,206,74.58
Minimum,207,74.81
Minimum,208,75.51
Minimum,209,74.06
Minimum,210,75.45
Minimum,211,74.14
Minimum,212,75.1
Minimum,213,74.94
Minimum,214,74.19
Minimum,215,75.74
Minimum,216,75.79
Minimum,217,74.57
Minimum,218,75.31
Minimum,219,75.12
Minimum,220,73.72
Minimum,221,75.25
Minimum,222,75.33
Minimum,223,75.24
Minimum,224,73.59
Minimum,225,75.32
Minimum,226,75.43
Minimum,227,74.9
Minimum,228,74.47
Minimum,229,76.02
Minimum,230,74.47
Minimum,231,74.68
Minimum,232,74.71
Minimum,233,75.19
Minimum,234,74.73
Minimum,235,74.05
Minimum,236,75.57
Minimum,237,74.23
Minimum,238,74.98
Minimum,239,75.26
Minimum,240,75.41
Minimum,241,73.44
Minimum,242,76.14
Minimum,243,74.93
Minimum,244,75.14
Minimum,245,74.74
Minimum,246,74.29
Minimum,247,75.53
Minimum,248,73.67
Minimum,249,75.55
Minimum,250,75.07
Minimum,251,74.2
Minimum,252,75.15
Minimum,253,74.74
Minimum,254,74.87
Minimum,255,75.89
Minimum,256,74.97
Minimum,257,73.84
Minimum,258,75.04
Minimum,259,75.54
Minimum,260,74.84
Minimum,261,74.35
Minimum,262,74.51
Minimum,263,75.0
Minimum,264,75.93
Minimum,265,74.63
Minimum,266,75.29
Minimum,267,75.67
Minimum,268,74.64
Minimum,269,74.92
Minimum,270,74.1
Minimum,271,75.66
Minimum,272,74.28
Minimum,273,75.23
Minimum,274,74.96
Minimum,275,75.4
Minimum,276,74.55
Minimum,277,74.39
Minimum,278,75.04
Minimum,279,74.08
Minimum,280,75.38
Minimum,281,74.65
Minimum,282,74.63
Minimum,283,75.55
Minimum,284,75.09
Minimum,285,74.56
Minimum,286,73.96
Minimum,287,75.41
Minimum,288,74.34
Minimum,289,75.81
Minimum,290,73.91
Minimum,291,75.39
Minimum,292,74.77
Minimum,293,74.8
Minimum,294,75.52
Minimum,295,75.01
Minimum,296,74.28
Minimum,297,74.86
Minimum,298,75.17
Minimum,299,74.64
Minimum,300,73.9
Minimum,301,75.49
Minimum,302,75.32
Minimum,303,74.45
Minimum,304,75.62
Minimum,305,74.9
Minimum,306,75.09
Minimum,307,74.61
Minimum,308,74.37
Minimum,309,75.83
Minimum,310,74.67
Minimum,311,74.17
Minimum,312,75.3
Minimum,313,75.2
Minimum,314,74.88
Minimum,315,74.81
Minimum,316,73.72
Minimum,317,75.66
Minimum,318,74.16
Minimum,319,74.44
Minimum,320,75.49
Minimum,321,74.17
Minimum,322,74.85
Minimum,323,75.35
Minimum,324,74.69
Minimum,325,74.53
Minimum,326,75.76
Minimum,327,74.26
Minimum,328,74.91
Minimum,329,75.07
Minimum,330,74.94
Minimum,331,74.86
Minimum,332,74.46
Minimum,333,75.95
Minimum,334,74.68
Minimum,335,76.18
Minimum,336,75.81
Minimum,337,74.76
Minimum,338,73.43
Minimum,339,75.36
Minimum,340,74.64
Minimum,341,74.63
Minimum,342,74.24
Minimum,343,75.79
Minimum,344,74.88
Minimum,345,74.91
Minimum,346,74.82
Minimum,347,74.37
Minimum,348,75.13
Minimum,349,74.96
Minimum,350,75.38
Minimum,351,73.97
Minimum,352,75.37
Minimum,353,74.95
Minimum,354,73.88
Minimum,355,75.45
Minimum,356,74.38
Minimum,357,75.0
Minimum,358,74.54
Minimum,359,74.65
Minimum,360,74.65
Minimum,361,74.78
Minimum,362,74.28
Minimum,363,74.78
Minimum,364,75.21
Minimum,365,74.69
Minimum,366,74.11
Minimum,367,75.3
Minimum,368,74.33
Minimum,369,75.22
Minimum,370,75.84
Minimum,371,75.05
Minimum,372,76.08
Minimum,373,74.11
Minimum,374,75.12
Minimum,375,73.81
Minimum,376,75.17
Minimum,377,75.03
Minimum,378,74.81
Minimum,379,74.94
Minimum,380,75.27
Minimum,381,74.86
Minimum,382,74.71
Minimum,383,75.09
Minimum,384,73.54
Minimum,385,75.56
Minimum,386,74.6
Minimum,387,74.31
Minimum,388,74.98
Minimum,389,74.8
Minimum,390,74.3
Minimum,391,75.32
Minimum,392,75.16
Minimum,393,74.69
Minimum,394,74.69
Minimum,395,74.27
Minimum,396,75.3
Minimum,397,74.78
Minimum,398,74.89
Minimum,399,74.57
Minimum,400,74.21
Minimum,401,75.02
Minimum,402,74.64
Minimum,403,74.35
Minimum,404,74.9
Minimum,405,73.6
Minimum,406,74.86
Minimum,407,75.51
Minimum,408,74.2
Minimum,409,75.23
Minimum,410,74.74
Minimum,411,75.53
Minimum,412,75.57
Minimum,413,74.31
Minimum,414,74.49
Minimum,415,75.04
Minimum,416,74.67
Minimum,417,74.28
Minimum,418,74.29
Minimum,419,75.24
Minimum,420,74.49
Minimum,421,75.76
Minimum,422,74.9
Minimum,423,74.66
Minimum,424,74.53
Minimum,425,75.03
Minimum,426,74.46
Minimum,427,74.44
Minimum,428,73.75
Minimum,429,75.61
Minimum,430,74.53
Minimum,431,74.39
Minimum,432,75.02
Minimum,433,74.61
Minimum,434,74.62
Minimum,435,73.79
Minimum,436,75.97
Minimum,437,74.2
Minimum,438,74.27
Minimum,439,75.63
Minimum,440,74.21
Minimum,441,76.02
Minimum,442,73.17
Minimum,443,75.77
Minimum,444,74.24
Minimum,445,74.13
Minimum,446,75.6
Minimum,447,74.03
Minimum,448,75.04
Minimum,449,74.59
Minimum,450,76.54
Minimum,451,74.49
Minimum,452,74.6
Minimum,453,75.67
Minimum,454,74.14
Minimum,455,73.86
Minimum,456,74.39
Minimum,457,76.0
Minimum,458,74.33
Minimum,459,75.0
Minimum,460,74.92
Minimum,461,74.42
Minimum,462,75.16
Minimum,463,74.7
Minimum,464,74.01
Minimum,465,75.29
Minimum,466,74.13
Minimum,467,75.73
Minimum,468,74.69
Minimum,469,74.51
Minimum,470,73.89
Minimum,471,75.15
Minimum,472,75.2
Minimum,473,74.12
Minimum,474,75.12
Minimum,475,74.43
Minimum,476,74.17
Minimum,477,75.71
Minimum,478,75.38
Minimum,479,74.48
Minimum,480,74.61
Minimum,481,75.08
Minimum,482,74.62
Minimum,483,74.71
Minimum,484,74.53
Minimum,485,74.81
Minimum,486,74.58
Minimum,487,74.17
Minimum,488,75.84
Minimum,489,75.37
Minimum,490,74.71
Minimum,491,74.77
Minimum,492,74.71
Minimum,493,75.1
Minimum,494,74.54
Minimum,495,74.72
Minimum,496,73.8
Minimum,497,74.95
Minimum,498,74.36
Minimum,499,76.32
Minimum,500,75.11
Minimum,501,75.02
Minimum,502,73.92
Minimum,503,74.19
Minimum,504,75.71
Minimum,505,74.37
Minimum,506,74.75
Minimum,507,74.32
Minimum,508,75.27
Minimum,509,74.62
Minimum,510,74.66
Minimum,511,74.86
Minimum,512,75.14
Minimum,513,74.5
Minimum,514,74.06
Minimum,515,75.16
Minimum,516,75.02
Minimum,517,74.12
Minimum,518,74.91
Minimum,519,75.01
Minimum,520,74.52
Minimum,521,74.95
Minimum,522,73.88
Minimum,523,75.02
Minimum,524,74.85
Minimum,525,74.12
Minimum,526,74.29
Minimum,527,75.14
Minimum,528,76.72
Minimum,529,74.11
Minimum,530,75.06
Minimum,531,75.16
Minimum,532,74.87
Minimum,533,74.38
Minimum,534,75.08
Minimum,535,74.74
Minimum,536,74.01
Minimum,537,75.09
Minimum,538,76.06
Minimum,539,74.21
Minimum,540,73.95
Minimum,541,75.14
Minimum,542,75.28
Minimum,543,75.06
Minimum,544,74.56
Minimum,545,74.51
Minimum,546,74.63
Minimum,547,74.48
Minimum,548,75.49
Minimum,549,74.23
Minimum,550,75.29
Minimum,551,74.75
Minimum,552,73.84
Minimum,553,75.87
Minimum,554,74.73
Minimum,555,74.34
Minimum,556,74.92
Minimum,557,74.44
Minimum,558,75.04
Minimum,559,74.66
Minimum,560,74.13
Minimum,561,75.08
Minimum,562,74.86
Minimum,563,74.73
Minimum,564,74.4
Minimum,565,74.86
Minimum,566,74.95
Minimum,567,76.06
Minimum,568,74.31
Minimum,569,74.6
Minimum,570,74.97
Minimum,571,74.1
Minimum,572,75.41
Minimum,573,73.68
Minimum,574,75.36
Minimum,575,74.25
Minimum,576,74.51
Minimum,577,77.62
Minimum,578,74.67
Minimum,579,74.97
Minimum,580,74.38
Minimum,581,74.85
Minimum,582,74.57
Minimum,583,74.29
Minimum,584,75.04
Minimum,585,74.61
Minimum,586,75.04
Minimum,587,74.77
Minimum,588,75.11
Minimum,589,74.05
Minimum,590,75.13
Minimum,591,74.6
Minimum,592,75.18
Minimum,593,74.52
Minimum,594,74.66
Minimum,595,74.26
Minimum,596,75.43
Minimum,597,74.09
Minimum,598,75.18
Minimum,599,75.36
Minimum,600,74.36
Minimum,601,74.54
Minimum,602,74.98
Minimum,603,74.39
Minimum,604,74.49
Minimum,605,75.24
Minimum,606,76.01
Minimum,607,74.95
Minimum,608,73.9
Minimum,609,74.89
Minimum,610,74.78
Minimum,611,74.92
Minimum,612,75.11
Minimum,613,74.86
Minimum,614,74.17
Minimum,615,74.81
Minimum,616,75.85
Minimum,617,74.04
Minimum,618,75.05
Minimum,619,74.32
Minimum,620,75.4
Minimum,621,75.16
Minimum,622,74.33
Minimum,623,74.9
Minimum,624,74.07
Minimum,625,74.36
Minimum,626,75.95
Minimum,627,73.77
Minimum,628,75.5
Minimum,629,74.37
Minimum,630,74.46
Minimum,631,75.34
Minimum,632,74.38
Minimum,633,74.68
Minimum,634,75.16
Minimum,635,74.4
Minimum,636,75.32
Minimum,637,74.01
Minimum,638,74.75
Minimum,639,74.41
Minimum,640,76.14
Minimum,641,73.6
Minimum,642,74.49
Minimum,643,75.53
Minimum,644,74.47
Minimum,645,76.79
Minimum,646,73.96
Minimum,647,74.57
Minimum,648,74.67
Minimum,649,74.98
Minimum,650,75.24
Minimum,651,73.64
Minimum,652,75.51
Minimum,653,74.34
Minimum,654,74.57
Minimum,655,75.07
Minimum,656,75.07
Minimum,657,74.39
Minimum,658,75.44
Minimum,659,74.47
Minimum,660,74.61
Minimum,661,74.67
Minimum,662,75.22
Minimum,663,74.48
Minimum,664,74.08
Minimum,665,75.35
Minimum,666,74.66
Minimum,667,74.92
Minimum,668,73.89
Minimum,669,75.63
Minimum,670,74.63
Minimum,671,73.96
Minimum,672,75.21
Minimum,673,74.88
Minimum,674,74.53
Minimum,675,75.42
Minimum,676,73.24
Minimum,677,75.2
Minimum,678,74.85
Minimum,679,74.91
Minimum,680,75.18
Minimum,681,74.09
Minimum,682,75.01
Minimum,683,74.57
Minimum,684,75.68
Minimum,685,75.66
Minimum,686,74.36
Minimum,687,74.31
Minimum,688,75.37
Minimum,689,74.39
Minimum,690,74.84
Minimum,691,75.03
Minimum,692,74.73
Minimum,693,74.62
Minimum,694,75.1
Minimum,695,74.57
Minimum,696,75.22
Minimum,697,73.94
Minimum,698,74.91
Minimum,699,75.01
Minimum,700,75.06
Minimum,701,73.56
Minimum,702,75.58
Minimum,703,74.97
Minimum,704,74.51
Minimum,705,74.83
Minimum,706,74.34
Minimum,707,75.29
Minimum,708,74.46
Minimum,709,74.56
Minimum,710,75.02
Minimum,711,74.85
Minimum,712,74.09
Minimum,713,75.03
Minimum,714,74.15
Minimum,715,75.31
Minimum,716,73.77
Minimum,717,75.7
Minimum,718,74.56
Minimum,719,74.42
Minimum,720,74.99
Minimum,721,74.53
Minimum,722,74.91
Minimum,723,76.21
Minimum,724,74.94
Minimum,725,74.04
Minimum,726,75.17
Minimum,727,74.5
Minimum,728,74.11
Minimum,729,75.2
Minimum,730,75.1
Minimum,731,74.28
Minimum,732,74.51
Minimum,733,75.52
Minimum,734,73.99
Minimum,735,75.56
Minimum,736,74.77
Minimum,737,75.26
Minimum,738,73.91
Minimum,739,75.47
Minimum,740,74.16
Minimum,741,74.88
Minimum,742,74.17
Minimum,743,74.9
Minimum,744,75.11
Minimum,745,74.49
Minimum,746,74.59
Minimum,747,75.43
Minimum,748,74.72
Minimum,749,74.66
Minimum,750,74.75
Minimum,751,75.09
Minimum,752,74.59
Minimum,753,74.63
Minimum,754,74.98
Minimum,755,74.31
Minimum,756,74.87
Minimum,757,75.02
Minimum,758,74.75
Minimum,759,74.97
Minimum,760,74.58
Minimum,761,74.43
Minimum,762,76.85
Minimum,763,73.45
Minimum,764,76.07
Minimum,765,74.58
Minimum,766,74.22
Minimum,767,74.5
Minimum,768,74.32
Minimum,769,74.89
Minimum,770,75.87
Minimum,771,74.44
Minimum,772,76.02
Minimum,773,73.62
Minimum,774,74.99
Minimum,775,75.15
Minimum,776,74.27
Minimum,777,74.41
Minimum,778,74.64
Minimum,779,74.94
Minimum,780,74.22
Minimum,781,74.45
Minimum,782,75.54
Minimum,783,74.78
Minimum,784,74.2
Minimum,785,74.79
Minimum,786,74.86
Minimum,787,74.21
Minimum,788,75.31
Minimum,789,73.67
Minimum,790,75.69
Minimum,791,73.39
Minimum,792,75.79
Minimum,793,75.04
Minimum,794,74.62
Minimum,795,74.07
Minimum,796,75.17
Minimum,797,74.54
Minimum,798,74.69
Minimum,799,74.88
Minimum,800,73.94
Minimum,801,76.68
Minimum,802,73.96
Minimum,803,74.9
Minimum,804,75.18
Minimum,805,74.83
Minimum,806,73.73
Minimum,807,75.73
Minimum,808,73.87
Minimum,809,75.25
Minimum,810,74.17
Minimum,811,76.39
Minimum,812,74.61
Minimum,813,74.11
Minimum,814,75.06
Minimum,815,74.23
Minimum,816,74.78
Minimum,817,74.72
Minimum,818,74.76
Minimum,819,74.12
Minimum,820,75.81
Minimum,821,74.72
Minimum,822,73.86
Minimum,823,75.33
Minimum,824,74.67
Minimum,825,74.5
Minimum,826,74.26
Minimum,827,74.87
Minimum,828,74.66
Minimum,829,75.48
Minimum,830,74.68
Minimum,831,74.67
Minimum,832,73.98
Minimum,833,75.16
Minimum,834,75.34
Minimum,835,74.24
Minimum,836,73.95
Minimum,837,75.41
Minimum,838,74.9
Minimum,839,74.58
Minimum,840,77.02
Minimum,841,75.1
Minimum,842,74.19
Minimum,843,75.23
Minimum,844,74.21
Minimum,845,74.84
Minimum,846,73.8
Minimum,847,75.28
Minimum,848,74.22
Minimum,849,74.59
Minimum,850,76.12
Minimum,851,75.51
Minimum,852,73.67
Minimum,853,75.15
Minimum,854,74.11
Minimum,855,75.4
Minimum,856,74.84
Minimum,857,74.64
Minimum,858,74.58
Minimum,859,75.21
Minimum,860,74.57
Minimum,861,75.18
Minimum,862,74.14
Minimum,863,73.81
Minimum,864,75.64
Minimum,865,75.0
Minimum,866,74.14
Minimum,867,74.76
Minimum,868,74.29
Minimum,869,75.75
Minimum,870,74.37
Minimum,871,74.58
Minimum,872,74.24
Minimum,873,75.18
Minimum,874,74.46
Minimum,875,75.31
Minimum,876,74.37
Minimum,877,74.63
Minimum,878,74.87
Minimum,879,75.82
Minimum,880,75.15
Minimum,881,74.85
Minimum,882,75.18
Minimum,883,74.2
Minimum,884,74.52
Minimum,885,75.3
Minimum,886,74.24
Minimum,887,75.36
Minimum,888,75.29
Minimum,889,74.89
Minimum,890,74.77
Minimum,891,74.99
Minimum,892,74.13
Minimum,893,76.01
Minimum,894,74.74
Minimum,895,74.91
Minimum,896,74.14
Minimum,897,75.35
Minimum,898,74.84
Minimum,899,74.46
Minimum,900,74.94
Minimum,901,74.24
Minimum,902,75.68
Minimum,903,73.9
Minimum,904,74.84
Minimum,905,75.14
Minimum,906,74.21
Minimum,907,75.32
Minimum,908,74.74
Minimum,909,74.47
Minimum,910,74.5
Minimum,911,74.35
Minimum,912,76.12
Minimum,913,74.62
Minimum,914,74.18
Minimum,915,75.06
Minimum,916,74.56
Minimum,917,74.78
Minimum,918,76.4
Minimum,919,74.31
Minimum,920,75.28
Minimum,921,75.51
Minimum,922,73.36
Minimum,923,75.2
Minimum,924,75.73
Minimum,925,73.49
Minimum,926,75.45
Minimum,927,74.27
Minimum,928,76.52
Minimum,929,74.38
Minimum,930,74.66
Minimum,931,75.79
Minimum,932,74.62
Minimum,933,74.46
Minimum,934,74.82
Minimum,935,75.52
Minimum,936,74.44
Minimum,937,75.14
Minimum,938,74.02
Minimum,939,75.55
Minimum,940,74.42
Minimum,941,75.03
Minimum,942,74.49
Minimum,943,75.2
Minimum,944,74.74
Minimum,945,74.25
Minimum,946,75.3
Minimum,947,74.47
Minimum,948,75.22
Minimum,949,73.83
Minimum,950,75.62
Minimum,951,73.76
Minimum,952,75.12
Minimum,953,74.49
Minimum,954,74.4
Minimum,955,75.54
Minimum,956,73.93
Minimum,957,76.51
Minimum,958,75.41
Minimum,959,74.01
Minimum,960,75.21
Minimum,961,76.32
Minimum,962,74.37
Minimum,963,75.48
Minimum,964,74.57
Minimum,965,75.2
Minimum,966,74.29
Minimum,967,76.43
Minimum,968,74.0
Minimum,969,75.25
Minimum,970,75.17
Minimum,971,75.78
Minimum,972,74.55
Minimum,973,74.87
Minimum,974,75.36
Minimum,975,74.54
Minimum,976,74.09
Minimum,977,74.71
Minimum,978,75.72
Minimum,979,75.45
Minimum,980,73.8
Minimum,981,74.02
Minimum,982,75.84
Minimum,983,75.0
Minimum,984,74.2
Minimum,985,74.44
Minimum,986,75.57
Minimum,987,74.67
Minimum,988,74.33
Minimum,989,74.34
Minimum,990,75.24
Minimum,991,75.25
Minimum,992,73.78
Minimum,993,75.42
Minimum,994,74.53
Minimum,995,75.04
Minimum,996,76.31
Minimum,997,74.63
Minimum,998,74.28
Minimum,999,75.19
Minimum,1000,74.76
Minimum,1001,75.49
Minimum,1002,74.33
Minimum,1003,75.15
Minimum,1004,74.33
Minimum,1005,75.18
Minimum,1006,75.1
Minimum,1007,75.28
Minimum,1008,74.33
Minimum,1009,75.01
Minimum,1010,74.6
Minimum,1011,74.2
Minimum,1012,74.27
Minimum,1013,75.43
Minimum,1014,74.4
Minimum,1015,75.09
Minimum,1016,74.59
Minimum,1017,75.0
Minimum,1018,73.67
Minimum,1019,74.86
Minimum,1020,74.85
Minimum,1021,74.95
Minimum,1022,74.07
Minimum,1023,74.89
Minimum,1024,75.43
Minimum,1025,73.99
Minimum,1026,74.19
Minimum,1027,75.33
Minimum,1028,74.23
Minimum,1029,74.74
Minimum,1030,74.38
Minimum,1031,75.66
Minimum,1032,73.92
Minimum,1033,75.4
Minimum,1034,74.35
Minimum,1035,76.07
Minimum,1036,74.38
Minimum,1037,75.45
Minimum,1038,74.48
Minimum,1039,75.05
Minimum,1040,74.45
Minimum,1041,73.51
Minimum,1042,75.28
Minimum,1043,73.84
Minimum,1044,75.12
Minimum,1045,75.73
Minimum,1046,75.54
Minimum,1047,74.36
Minimum,1048,74.54
Minimum,1049,74.39
Minimum,1050,75.75
Minimum,1051,74.49
Minimum,1052,74.54
Minimum,1053,74.74
Minimum,1054,74.39
Minimum,1055,74.44
Minimum,1056,74.52
Minimum,1057,75.5
Minimum,1058,74.42
Minimum,1059,75.64
Minimum,1060,73.84
Minimum,1061,75.32
Minimum,1062,73.66
Minimum,1063,75.6
Minimum,1064,74.51
Minimum,1065,74.32
Minimum,1066,75.1
Minimum,1067,74.37
Minimum,1068,74.42
Minimum,1069,75.72
Minimum,1070,73.72
Minimum,1071,75.55
Minimum,1072,74.32
Minimum,1073,75.09
Minimum,1074,76.08
Minimum,1075,75.03
Minimum,1076,74.13
Minimum,1077,74.87
Minimum,1078,73.95
Minimum,1079,75.28
Minimum,1080,74.32
Minimum,1081,74.89
Minimum,1082,74.22
Minimum,1083,75.09
Minimum,1084,75.14
Minimum,1085,75.58
Minimum,1086,74.0
Minimum,1087,74.53
Minimum,1088,74.8
Minimum,1089,74.71
Minimum,1090,73.9
Minimum,1091,75.43
Minimum,1092,74.05
Minimum,1093,74.82
Minimum,1094,74.33
Minimum,1095,74.72
Minimum,1096,75.45
Minimum,1097,73.96
Minimum,1098,74.24
Minimum,1099,75.0
Minimum,1100,75.09
Minimum,1101,74.65
Minimum,1102,73.85
Minimum,1103,75.24
Minimum,1104,74.32
Minimum,1105,75.4
Minimum,1106,74.59
Minimum,1107,74.47
Minimum,1108,73.93
Minimum,1109,75.08
Minimum,1110,73.56
Minimum,1111,75.24
Minimum,1112,75.21
Minimum,1113,76.28
Minimum,1114,74.44
Minimum,1115,74.87
Minimum,1116,74.17
Minimum,1117,75.34
Minimum,1118,74.14
Minimum,1119,74.73
Minimum,1120,75.18
Minimum,1121,74.46
Minimum,1122,74.39
Minimum,1123,75.71
Minimum,1124,74.9
Minimum,1125,73.92
Minimum,1126,75.33
Minimum,1127,75.04
Minimum,1128,74.25
Minimum,1129,74.93
Minimum,1130,74.72
Minimum,1131,74.86
Minimum,1132,73.89
Minimum,1133,75.23
Minimum,1134,74.28
Minimum,1135,74.28
Minimum,1136,75.08
Minimum,1137,75.25
Minimum,1138,74.15
Minimum,1139,74.1
Minimum,1140,74.49
Minimum,1141,74.46
Minimum,1142,74.72
Minimum,1143,75.32
Minimum,1144,74.55
Minimum,1145,75.19
Minimum,1146,74.97
Minimum,1147,75.07
Minimum,1148,74.55
Minimum,1149,74.28
Minimum,1150,74.6
Minimum,1151,75.14
Minimum,1152,76.33
Minimum,1153,74.29
Minimum,1154,73.78
Minimum,1155,75.76
Minimum,1156,73.94
Minimum,1157,75.36
Minimum,1158,74.28
Minimum,1159,74.43
Minimum,1160,75.21
Minimum,1161,74.87
Minimum,1162,74.61
Minimum,1163,75.3
Minimum,1164,73.65
Minimum,1165,75.16
Minimum,1166,74.52
Minimum,1167,75.27
Minimum,1168,74.88
Minimum,1169,74.83
Minimum,1170,74.51
Minimum,1171,74.57
Minimum,1172,74.86
Minimum,1173,74.88
Minimum,1174,74.93
Minimum,1175,74.47
Minimum,1176,75.12
Minimum,1177,74.71
Minimum,1178,74.24
Minimum,1179,75.37
Minimum,1180,74.71
Minimum,1181,74.96
Minimum,1182,74.65
Minimum,1183,73.88
Minimum,1184,75.33
Minimum,1185,74.63
Minimum,1186,73.49
Minimum,1187,75.56
Minimum,1188,74.48
Minimum,1189,74.94
Minimum,1190,75.24
Minimum,1191,75.9
Minimum,1192,75.05
Minimum,1193,74.68
Minimum,1194,74.89
Minimum,1195,74.6
Minimum,1196,74.47
Minimum,1197,74.8
Minimum,1198,74.28
Minimum,1199,74.98
Minimum,1200,75.27
Minimum,1201,76.33
Minimum,1202,74.43
Minimum,1203,75.2
Minimum,1204,74.64
Minimum,1205,74.12
Minimum,1206,74.41
Minimum,1207,75.59
Minimum,1208,74.63
Minimum,1209,74.2
Minimum,1210,75.14
Minimum,1211,74.9
Minimum,1212,74.67
Minimum,1213,74.31
Minimum,1214,75.46
Minimum,1215,74.78
Minimum,1216,74.53
Minimum,1217,74.8
Minimum,1218,74.33
Minimum,1219,74.62
Minimum,1220,75.47
Minimum,1221,74.03
Minimum,1222,74.96
Minimum,1223,73.91
Minimum,1224,75.12
Minimum,1225,74.44
Minimum,1226,74.79
Minimum,1227,75.04
Minimum,1228,73.67
Minimum,1229,74.51
Minimum,1230,77.08
Minimum,1231,75.15
Minimum,1232,74.26
Minimum,1233,74.81
Minimum,1234,74.39
Minimum,1235,75.43
Minimum,1236,74.27
Minimum,1237,74.51
Minimum,1238,74.5
Minimum,1239,74.94
Minimum,1240,76.53
Minimum,1241,73.85
Minimum,1242,74.85
Minimum,1243,74.66
Minimum,1244,74.73
Minimum,1245,74.91
Minimum,1246,73.72
Minimum,1247,75.51
