legend,step,pwr
Minimum,1182,75.35
Minimum,1183,73.66
Minimum,1184,74.45
Minimum,1185,75.55
Minimum,1186,75.03
Minimum,1187,75.12
Minimum,1188,73.85
Minimum,1189,74.91
Minimum,1190,74.52
Minimum,1191,77.15
Minimum,1192,73.78
Minimum,1193,74.75
Minimum,1194,74.18
Minimum,1195,75.17
Minimum,1196,74.21
Minimum,1197,74.71
Minimum,1198,73.83
Minimum,1199,74.8
Minimum,1200,74.72
Minimum,1201,75.49
Minimum,1202,74.15
Minimum,1203,74.89
Minimum,1204,74.5
Minimum,1205,74.01
Minimum,1206,75.77
Minimum,1207,73.46
Minimum,1208,74.81
Minimum,1209,74.79
Minimum,1210,74.66
Minimum,1211,75.17
Minimum,1212,74.68
Minimum,1213,74.43
Minimum,1214,74.77
Minimum,1215,74.91
Minimum,1216,75.23
Minimum,1217,74.69
Minimum,1218,74.65
Minimum,1219,73.63
Minimum,1220,75.26
Minimum,1221,74.88
Minimum,1222,73.62
Minimum,1223,74.21
Minimum,1224,75.61
Minimum,1225,74.19
Minimum,1226,74.29
Minimum,1227,74.34
Minimum,1228,75.83
Minimum,1229,74.44
Minimum,1230,78.16
Minimum,1231,74.7
Minimum,1232,74.03
Minimum,1233,74.21
Minimum,1234,75.81
Minimum,1235,73.02
Minimum,1236,75.56
Minimum,1237,74.47
Minimum,1238,74.48
Minimum,1239,74.87
Minimum,1240,75.18
Minimum,1241,75.1
Minimum,1242,75.33
Minimum,1243,74.02
Minimum,1244,75.55
Minimum,1245,74.72
Minimum,1246,75.26
Minimum,1247,75.1
