S0; Consumed energy units: 127615; Consumed Joules: 7.79; Watts: 77.89; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121843; Consumed Joules: 7.44; Watts: 74.37; Thermal headroom below TjMax: 57
S0; Consumed energy units: 120241; Consumed Joules: 7.34; Watts: 73.39; Thermal headroom below TjMax: 57
S0; Consumed energy units: 122890; Consumed Joules: 7.50; Watts: 74.26; Thermal headroom below TjMax: 57
S0; Consumed energy units: 121601; Consumed Joules: 7.42; Watts: 74.97; Thermal headroom below TjMax: 57
S0; Consumed energy units: 123738; Consumed Joules: 7.55; Watts: 75.52; Thermal headroom below TjMax: 57
S0; Consumed energy units: 122295; Consumed Joules: 7.46; Watts: 74.64; Thermal headroom below TjMax: 57
S0; Consumed energy units: 123853; Consumed Joules: 7.56; Watts: 75.59; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122709; Consumed Joules: 7.49; Watts: 74.90; Thermal headroom below TjMax: 58
S0; Consumed energy units: 120515; Consumed Joules: 7.36; Watts: 73.56; Thermal headroom below TjMax: 57
S0; Consumed energy units: 124013; Consumed Joules: 7.57; Watts: 75.69; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122857; Consumed Joules: 7.50; Watts: 74.24; Thermal headroom below TjMax: 58
S0; Consumed energy units: 139150; Consumed Joules: 8.49; Watts: 84.93; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122918; Consumed Joules: 7.50; Watts: 75.02; Thermal headroom below TjMax: 57
S0; Consumed energy units: 120601; Consumed Joules: 7.36; Watts: 73.61; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122570; Consumed Joules: 7.48; Watts: 74.07; Thermal headroom below TjMax: 58
S0; Consumed energy units: 120144; Consumed Joules: 7.33; Watts: 74.07; Thermal headroom below TjMax: 57
S0; Consumed energy units: 121952; Consumed Joules: 7.44; Watts: 74.43; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123497; Consumed Joules: 7.54; Watts: 75.38; Thermal headroom below TjMax: 57
S0; Consumed energy units: 123028; Consumed Joules: 7.51; Watts: 74.35; Thermal headroom below TjMax: 58
S0; Consumed energy units: 119955; Consumed Joules: 7.32; Watts: 73.95; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121954; Consumed Joules: 7.44; Watts: 74.43; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123641; Consumed Joules: 7.55; Watts: 75.46; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121664; Consumed Joules: 7.43; Watts: 74.26; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121025; Consumed Joules: 7.39; Watts: 73.87; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122683; Consumed Joules: 7.49; Watts: 74.14; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123249; Consumed Joules: 7.52; Watts: 75.23; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121743; Consumed Joules: 7.43; Watts: 74.31; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123366; Consumed Joules: 7.53; Watts: 74.55; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122228; Consumed Joules: 7.46; Watts: 74.60; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121207; Consumed Joules: 7.40; Watts: 73.98; Thermal headroom below TjMax: 57
S0; Consumed energy units: 122149; Consumed Joules: 7.46; Watts: 74.55; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121579; Consumed Joules: 7.42; Watts: 74.21; Thermal headroom below TjMax: 57
S0; Consumed energy units: 123041; Consumed Joules: 7.51; Watts: 75.10; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122829; Consumed Joules: 7.50; Watts: 74.97; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121453; Consumed Joules: 7.41; Watts: 74.13; Thermal headroom below TjMax: 58
