legend,step,pwr,,76.1077233333334
Minimum,1065,75.96,,
Minimum,1066,74.62,,
Minimum,1067,76.67,,
Minimum,1068,74.94,,
Minimum,1069,75.71,,
Minimum,1070,75.47,,
Minimum,1071,75.62,,
Minimum,1072,75.05,,
Minimum,1073,75.34,,
Minimum,1074,77.03,,
Minimum,1075,74.49,,
Minimum,1076,75.12,,
Minimum,1077,76.72,,
Minimum,1078,74.66,,
Minimum,1079,75.8,,
Minimum,1080,75.73,,
Minimum,1081,75.45,,
Minimum,1082,75.26,,
Minimum,1083,74.45,,
Minimum,1084,76.25,,
Minimum,1085,75.23,,
Minimum,1086,74.77,,
Minimum,1087,76.66,,
Minimum,1088,75.63,,
Minimum,1089,78.07,,
Minimum,1090,75.88,,
Minimum,1091,74.82,,
Minimum,1092,74.63,,
Minimum,1093,76.23,,
Minimum,1094,74.94,,
Minimum,1095,76.12,,
Minimum,1096,74.34,,
Minimum,1097,76.03,,
Minimum,1098,75.87,,
Minimum,1099,74.85,,
Minimum,1100,75.29,,
Minimum,1101,74.55,,
Minimum,1102,76.33,,
Minimum,1103,75.05,,
Minimum,1104,75.77,,
Minimum,1105,75.96,,
Minimum,1106,74.98,,
Minimum,1107,75.25,,
Minimum,1108,74.85,,
Minimum,1109,75.55,,
Minimum,1110,75.59,,
Minimum,1111,75.35,,
Minimum,1112,75.6,,
Minimum,1113,77.73,,
Minimum,1114,75.67,,
Minimum,1115,74.73,,
Minimum,1116,76.79,,
Minimum,1117,75.67,,
Minimum,1118,75.26,,
Minimum,1119,75.09,,
Minimum,1120,74.92,,
Minimum,1121,75.4,,
Minimum,1122,75.43,,
Minimum,1123,76.78,,
Minimum,1124,76.55,,
Minimum,1125,74.84,,
Minimum,1126,74.53,,
Minimum,1127,75.36,,
Minimum,1128,75.53,,
Minimum,1129,74.91,,
Minimum,1130,75.34,,
Minimum,1131,76.46,,
Minimum,1132,75.38,,
Minimum,1133,76.16,,
Minimum,1134,75.51,,
Minimum,1135,75.85,,
Minimum,1136,75.93,,
Minimum,1137,75.95,,
Minimum,1138,75.14,,
Minimum,1139,75.3,,
Minimum,1140,75.39,,
Minimum,1141,75.8,,
Minimum,1142,75.11,,
Minimum,1143,75.99,,
Minimum,1144,74.73,,
Minimum,1145,76.97,,
Minimum,1146,75.58,,
Minimum,1147,74.62,,
Minimum,1148,75.56,,
Minimum,1149,76.13,,
Minimum,1150,75.41,,
Minimum,1151,75.44,,
Minimum,1152,76.53,,
Minimum,1153,78.01,,
Minimum,1154,76.52,,
Minimum,1155,76.95,,
Minimum,1156,76.7,,
Minimum,1157,77.82,,
Minimum,1158,77.82,,
Minimum,1159,76.79,,
Minimum,1160,78.69,,
Minimum,1161,76.46,,
Minimum,1162,78,,
Minimum,1163,77.31,,
Minimum,1164,77.46,,
Minimum,1165,75.55,,
Minimum,1166,76.63,,
Minimum,1167,76.37,,
Minimum,1168,75.34,,
Minimum,1169,74.4,,
Minimum,1170,76.23,,
Minimum,1171,75.34,,
Minimum,1172,75.55,,
Minimum,1173,74.69,,
Minimum,1174,74.88,,
Minimum,1175,75.55,,
Minimum,1176,74.86,,
Minimum,1177,75.11,,
Minimum,1178,75.13,,
Minimum,1179,74.72,,
Minimum,1180,74.51,,
Minimum,1181,76.26,,
Minimum,1182,75.98,,
Minimum,1183,77.24,,
Minimum,1184,76.13,,
Minimum,1185,76.81,,
Minimum,1186,75.78,,
Minimum,1187,77.05,,
Minimum,1188,77.06,,
Minimum,1189,75.71,,
Minimum,1190,76.21,,
Minimum,1191,78.59,,
Minimum,1192,77.57,,
Minimum,1193,75.33,,
Minimum,1194,75.18,,
Minimum,1195,77.06,,
Minimum,1196,75.22,,
Minimum,1197,74.84,,
Minimum,1198,76.06,,
Minimum,1199,77.34,,
Minimum,1200,75.61,,
Minimum,1201,76.96,,
Minimum,1202,76.88,,
Minimum,1203,75.48,,
Minimum,1204,74.44,,
Minimum,1205,75.17,,
Minimum,1206,75.57,,
Minimum,1207,76.83,,
Minimum,1208,76.4,,
Minimum,1209,77.41,,
Minimum,1210,76.75,,
Minimum,1211,76.24,,
Minimum,1212,76.28,,
Minimum,1213,77.56,,
Minimum,1214,76.97,,
Minimum,1215,77.22,,
Minimum,1216,76.4,,
Minimum,1217,76.94,,
Minimum,1218,76.4,,
Minimum,1219,77.79,,
Minimum,1220,76.83,,
Minimum,1221,77.39,,
Minimum,1222,75.75,,
Minimum,1223,77.47,,
Minimum,1224,76.04,,
Minimum,1225,76.49,,
Minimum,1226,74.88,,
Minimum,1227,76.47,,
Minimum,1228,77.16,,
Minimum,1229,75.84,,
Minimum,1230,77.5,,
Minimum,1231,76.15,,
Minimum,1232,77.04,,
Minimum,1233,76.81,,
Minimum,1234,76.31,,
Minimum,1235,77.76,,
Minimum,1236,77.18,,
Minimum,1237,76.97,,
Minimum,1238,76.49,,
Minimum,1239,78.06,,
Minimum,1240,77.37,,
Minimum,1241,76.93,,
Minimum,1242,78.4,,
Minimum,1243,75.49,,
Minimum,1244,77.73,,
Minimum,1245,76.45,,
Minimum,1246,75.94,,
Minimum,1247,76.64,,
Minimum,1248,76.38,,
Minimum,1249,78.55,,
Minimum,1250,76.34,,
Minimum,1251,77.5,,
Minimum,1252,75.64,,
Minimum,1253,75.74,,
Minimum,1254,74.48,,
Minimum,1255,76.41,,
Minimum,1256,75.44,,
Minimum,1257,74.08,,
Minimum,1258,75.82,,
Minimum,1259,75.39,,
Minimum,1260,75.26,,
Minimum,1261,75.85,,
Minimum,1262,76.01,,
Minimum,1263,74.86,,
Minimum,1264,74.99,,
Minimum,1265,76.09,,
Minimum,1266,73,,
Minimum,1267,76.51,,
Minimum,1268,75.72,,
Minimum,1269,76.09,,
Minimum,1270,75.23,,
Minimum,1271,75.76,,
Minimum,1272,75.54,,
Minimum,1273,74.86,,
Minimum,1274,75.12,,
Minimum,1275,75.64,,
Minimum,1276,76.01,,
Minimum,1277,74.51,,
Minimum,1278,75.61,,
Minimum,1279,76.68,,
Minimum,1280,75.87,,
Minimum,1281,74.03,,
Minimum,1282,75.78,,
Minimum,1283,76.06,,
Minimum,1284,75.34,,
Minimum,1285,75.04,,
Minimum,1286,74.23,,
Minimum,1287,77.49,,
Minimum,1288,76.11,,
Minimum,1289,74.43,,
Minimum,1290,74.99,,
Minimum,1291,76.98,,
Minimum,1292,75.02,,
Minimum,1293,75.24,,
Minimum,1294,75.13,,
Minimum,1295,76.49,,
Minimum,1296,74.47,,
Minimum,1297,75.88,,
Minimum,1298,75.73,,
Minimum,1299,75.39,,
Minimum,1300,76.7,,
Minimum,1301,74.46,,
Minimum,1302,76.62,,
Minimum,1303,74.95,,
Minimum,1304,75.11,,
Minimum,1305,75.42,,
Minimum,1306,75.37,,
Minimum,1307,76.31,,
Minimum,1308,75.88,,
Minimum,1309,76.41,,
Minimum,1310,76.42,,
Minimum,1311,77.66,,
Minimum,1312,73.73,,
Minimum,1313,75.89,,
Minimum,1314,76.43,,
Minimum,1315,74.2,,
Minimum,1316,75.62,,
Minimum,1317,74.96,,
Minimum,1318,77.09,,
Minimum,1319,75.6,,
Minimum,1320,75.17,,
Minimum,1321,75.06,,
Minimum,1322,75.97,,
Minimum,1323,75.87,,
Minimum,1324,75.3,,
Minimum,1325,74.04,,
Minimum,1326,75.6,,
Minimum,1327,75.28,,
Minimum,1328,75.06,,
Minimum,1329,75.05,,
Minimum,1330,74.59,,
Minimum,1331,76.2,,
Minimum,1332,76.51,,
Minimum,1333,75.14,,
Minimum,1334,74.56,,
Minimum,1335,75.09,,
Minimum,1336,74.95,,
Minimum,1337,76.17,,
Minimum,1338,74.76,,
Minimum,1339,76.93,,
Minimum,1340,76.11,,
Minimum,1341,75.34,,
Minimum,1342,75.67,,
Minimum,1343,74.62,,
Minimum,1344,74.6,,
Minimum,1345,77.23,,
Minimum,1346,75.75,,
Minimum,1347,76.1,,
Minimum,1348,76.3,,
Minimum,1349,74.53,,
Minimum,1350,76.72,,
Minimum,1351,74.93,,
Minimum,1352,76.33,,
Minimum,1353,76.63,,
Minimum,1354,75.69,,
Minimum,1355,77.06,,
Minimum,1356,75.86,,
Minimum,1357,77.96,,
Minimum,1358,77.81,,
Minimum,1359,75.47,,
Minimum,1360,76.76,,
Minimum,1361,77.41,,
Minimum,1362,76.36,,
Minimum,1363,76.46,,
Minimum,1364,77.45,,
Minimum,1365,76.9,,
Minimum,1366,77.32,,
Minimum,1367,77.44,,
Minimum,1368,77.84,,
Minimum,1369,76.24,,
Minimum,1370,76.12,,
Minimum,1371,78.43,,
Minimum,1372,76.51,,
Minimum,1373,77.03,,
Minimum,1374,77.07,,
Minimum,1375,77.87,,
Minimum,1376,75.98,,
Minimum,1377,75.51,,
Minimum,1378,77.33,,
Minimum,1379,77.62,,
Minimum,1380,76.05,,
Minimum,1381,77.18,,
Minimum,1382,76.09,,
Minimum,1383,77.36,,
Minimum,1384,75.24,,
Minimum,1385,77.45,,
Minimum,1386,77.63,,
Minimum,1387,76.32,,
Minimum,1388,75.93,,
Minimum,1389,78,,
Minimum,1390,76.1,,
Minimum,1391,76.33,,
Minimum,1392,76.33,,
Minimum,1393,77.25,,
Minimum,1394,77.45,,
Minimum,1395,75.89,,
Minimum,1396,78.41,,
Minimum,1397,76.99,,
Minimum,1398,76.62,,
Minimum,1399,76.68,,
Minimum,1400,77.71,,
Minimum,1401,77.8,,
Minimum,1402,76.86,,
Minimum,1403,78,,
Minimum,1404,75.85,,
Minimum,1405,76.31,,
Minimum,1406,77.1,,
Minimum,1407,77.04,,
Minimum,1408,77.58,,
Minimum,1409,75.96,,
Minimum,1410,77.31,,
Minimum,1411,77.46,,
Minimum,1412,76.88,,
Minimum,1413,76.24,,
Minimum,1414,75.43,,
Minimum,1415,77.33,,
Minimum,1416,75.38,,
Minimum,1417,76.86,,
Minimum,1418,77.02,,
Minimum,1419,76.54,,
Minimum,1420,77.91,,
Minimum,1421,76.92,,
Minimum,1422,77.02,,
Minimum,1423,76.54,,
Minimum,1424,77.65,,
Minimum,1425,78.45,,
Minimum,1426,75.47,,
Minimum,1427,75.75,,
Minimum,1428,75.67,,
Minimum,1429,76.62,,
Minimum,1430,74.67,,
Minimum,1431,75.99,,
Minimum,1432,76.06,,
Minimum,1433,76.04,,
Minimum,1434,74.58,,
Minimum,1435,75.09,,
Minimum,1436,77.92,,
Minimum,1437,74.78,,
Minimum,1438,75.41,,
Minimum,1439,75.03,,
Minimum,1440,75.55,,
Minimum,1441,75.48,,
Minimum,1442,74.65,,
Minimum,1443,77.07,,
Minimum,1444,77.7,,
Minimum,1445,76.33,,
Minimum,1446,77.27,,
Minimum,1447,76.89,,
Minimum,1448,77.34,,
Minimum,1449,76.37,,
Minimum,1450,77.18,,
Minimum,1451,77.38,,
Minimum,1452,77.09,,
Minimum,1453,75.9,,
Minimum,1454,74.59,,
Minimum,1455,75.53,,
Minimum,1456,75.71,,
Minimum,1457,74.99,,
Minimum,1458,75.68,,
Minimum,1459,74.97,,
Minimum,1460,75.61,,
Minimum,1461,75.35,,
Minimum,1462,74.22,,
Minimum,1463,75.43,,
Minimum,1464,78.04,,
Minimum,1465,76.53,,
Minimum,1466,74.25,,
Minimum,1467,75.85,,
Minimum,1468,75.41,,
Minimum,1469,75.96,,
Minimum,1470,76.49,,
Minimum,1471,74.22,,
Minimum,1472,74.3,,
Minimum,1473,77.9,,
Minimum,1474,74.61,,
Minimum,1475,75.48,,
Minimum,1476,74.34,,
Minimum,1477,76.96,,
Minimum,1478,76.2,,
Minimum,1479,75.32,,
Minimum,1480,75.91,,
Minimum,1481,76.31,,
Minimum,1482,73.73,,
Minimum,1483,76.14,,
Minimum,1484,75.35,,
Minimum,1485,75.79,,
Minimum,1486,75.43,,
Minimum,1487,76.24,,
Minimum,1488,73.44,,
Minimum,1489,76.29,,
Minimum,1490,77.25,,
Minimum,1491,74.23,,
Minimum,1492,76.18,,
Minimum,1493,74.36,,
Minimum,1494,75.87,,
Minimum,1495,75.81,,
Minimum,1496,75.36,,
Minimum,1497,75.24,,
Minimum,1498,74.8,,
Minimum,1499,75.15,,
Minimum,1500,76.55,,
Minimum,1501,76.03,,
Minimum,1502,75.36,,
Minimum,1503,77.31,,
Minimum,1504,75.58,,
Minimum,1505,75.05,,
Minimum,1506,75.4,,
Minimum,1507,76.33,,
Minimum,1508,74.81,,
Minimum,1509,76.82,,
Minimum,1510,75.27,,
Minimum,1511,74.64,,
Minimum,1512,75.25,,
Minimum,1513,76.97,,
Minimum,1514,75.72,,
Minimum,1515,74.89,,
Minimum,1516,75.33,,
Minimum,1517,75.43,,
Minimum,1518,74.94,,
Minimum,1519,75.2,,
Minimum,1520,76.33,,
Minimum,1521,75.29,,
Minimum,1522,75,,
Minimum,1523,75.41,,
Minimum,1524,75.13,,
Minimum,1525,75.95,,
Minimum,1526,75.36,,
Minimum,1527,75.76,,
Minimum,1528,75.45,,
Minimum,1529,75.07,,
Minimum,1530,75.69,,
Minimum,1531,75.59,,
Minimum,1532,75.36,,
Minimum,1533,75.53,,
Minimum,1534,74.97,,
Minimum,1535,76.92,,
Minimum,1536,74.69,,
Minimum,1537,75.7,,
Minimum,1538,75.87,,
Minimum,1539,75.87,,
Minimum,1540,75.16,,
Minimum,1541,75.6,,
Minimum,1542,76.6,,
Minimum,1543,75.24,,
Minimum,1544,75.86,,
Minimum,1545,75.52,,
Minimum,1546,76.14,,
Minimum,1547,74.6,,
Minimum,1548,77.86,,
Minimum,1549,74.44,,
Minimum,1550,75.44,,
Minimum,1551,75.43,,
Minimum,1552,77.93,,
Minimum,1553,76.19,,
Minimum,1554,78.13,,
Minimum,1555,77.18,,
Minimum,1556,76.88,,
Minimum,1557,76.57,,
Minimum,1558,77.96,,
Minimum,1559,76.47,,
Minimum,1560,77.86,,
Minimum,1561,77.16,,
Minimum,1562,77.56,,
Minimum,1563,77.26,,
Minimum,1564,76.72,,
Minimum,1565,74.46,,
Minimum,1566,76.63,,
Minimum,1567,76.47,,
Minimum,1568,76.07,,
Minimum,1569,75.97,,
Minimum,1570,76.18,,
Minimum,1571,75.12,,
Minimum,1572,76.98,,
Minimum,1573,74.36,,
Minimum,1574,77.37,,
Minimum,1575,75.53,,
Minimum,1576,74.43,,
Minimum,1577,77.66,,
Minimum,1578,78.16,,
Minimum,1579,75.99,,
Minimum,1580,76.63,,
Minimum,1581,77.46,,
Minimum,1582,77.68,,
Minimum,1583,77.14,,
Minimum,1584,76.88,,
Minimum,1585,76.91,,
Minimum,1586,78.15,,
Minimum,1587,76.3,,
Minimum,1588,77.64,,
Minimum,1589,77.63,,
Minimum,1590,77.64,,
Minimum,1591,79.35,,
Minimum,1592,76.12,,
Minimum,1593,76.81,,
Minimum,1594,76.6,,
Minimum,1595,76.22,,
Minimum,1596,76.98,,
Minimum,1597,75.55,,
Minimum,1598,74.72,,
Minimum,1599,75.74,,
Minimum,1600,77.98,,
Minimum,1601,74.11,,
Minimum,1602,77.31,,
Minimum,1603,75.37,,
Minimum,1604,75.81,,
Minimum,1605,76.61,,
Minimum,1606,74.91,,
Minimum,1607,76.87,,
Minimum,1608,74.87,,
Minimum,1609,77.55,,
Minimum,1610,76.86,,
Minimum,1611,76.97,,
Minimum,1612,76.07,,
Minimum,1613,76.98,,
Minimum,1614,75.31,,
Minimum,1615,74.97,,
Minimum,1616,76.19,,
Minimum,1617,75.99,,
Minimum,1618,77.19,,
Minimum,1619,77.04,,
Minimum,1620,79.92,,
Minimum,1621,76.65,,
Minimum,1622,76.56,,
Minimum,1623,77.55,,
Minimum,1624,77.42,,
Minimum,1625,78.06,,
Minimum,1626,77.02,,
Minimum,1627,76.23,,
Minimum,1628,78.02,,
Minimum,1629,76.88,,
Minimum,1630,78.29,,
Minimum,1631,77.02,,
Minimum,1632,75.97,,
Minimum,1633,77.08,,
Minimum,1634,74.95,,
Minimum,1635,74.91,,
Minimum,1636,75.19,,
Minimum,1637,74.56,,
Minimum,1638,74.76,,
Minimum,1639,75.69,,
Minimum,1640,75.38,,
Minimum,1641,74.79,,
Minimum,1642,75.34,,
Minimum,1643,74.36,,
Minimum,1644,76.6,,
Minimum,1645,74.12,,
Minimum,1646,75.29,,
Minimum,1647,75.8,,
Minimum,1648,75.27,,
Minimum,1649,74.49,,
Minimum,1650,75.58,,
Minimum,1651,76.59,,
Minimum,1652,76.72,,
Minimum,1653,74.92,,
Minimum,1654,75.37,,
Minimum,1655,75.45,,
Minimum,1656,76.67,,
Minimum,1657,74.57,,
Minimum,1658,75.85,,
Minimum,1659,76.54,,
Minimum,1660,76,,
Minimum,1661,75.37,,
Minimum,1662,75.46,,
Minimum,1663,74.92,,
Minimum,1664,75.46,,
Minimum,1665,75.63,,
Minimum,1666,74.75,,
Minimum,1667,76.2,,
Minimum,1668,75.29,,
Minimum,1669,77.78,,
Minimum,1670,74.74,,
Minimum,1671,75.8,,
Minimum,1672,76.66,,
Minimum,1673,76.4,,
Minimum,1674,76.06,,
Minimum,1675,74.64,,
Minimum,1676,74.78,,
Minimum,1677,76.51,,
Minimum,1678,76.72,,
Minimum,1679,76.03,,
Minimum,1680,75.07,,
Minimum,1681,76.03,,
Minimum,1682,75.34,,
Minimum,1683,76.16,,
Minimum,1684,75.11,,
Minimum,1685,75.82,,
Minimum,1686,75.73,,
Minimum,1687,76.14,,
Minimum,1688,74.68,,
Minimum,1689,76.07,,
Minimum,1690,74.25,,
Minimum,1691,75.26,,
Minimum,1692,75.42,,
Minimum,1693,75.59,,
Minimum,1694,74.26,,
Minimum,1695,75.26,,
Minimum,1696,75.57,,
Minimum,1697,76.43,,
Minimum,1698,75.83,,
Minimum,1699,74.99,,
Minimum,1700,76.15,,
Minimum,1701,74.97,,
Minimum,1702,75.92,,
Minimum,1703,76.04,,
Minimum,1704,75.59,,
Minimum,1705,76.1,,
Minimum,1706,75.87,,
Minimum,1707,76.28,,
Minimum,1708,76.44,,
Minimum,1709,76.24,,
Minimum,1710,74.87,,
Minimum,1711,75.25,,
Minimum,1712,75.38,,
Minimum,1713,75.83,,
Minimum,1714,76.01,,
Minimum,1715,75.88,,
Minimum,1716,74.84,,
Minimum,1717,74.35,,
Minimum,1718,76.95,,
Minimum,1719,74.62,,
Minimum,1720,76.16,,
Minimum,1721,76.34,,
Minimum,1722,74.69,,
Minimum,1723,74.53,,
Minimum,1724,76.64,,
Minimum,1725,73.47,,
Minimum,1726,76.43,,
Minimum,1727,75.79,,
Minimum,1728,75.55,,
Minimum,1729,76.58,,
Minimum,1730,75.44,,
Minimum,1731,75.98,,
Minimum,1732,74.78,,
Minimum,1733,74.72,,
Minimum,1734,75.98,,
Minimum,1735,74.47,,
Minimum,1736,76.98,,
Minimum,1737,77.38,,
Minimum,1738,74.88,,
Minimum,1739,75.54,,
Minimum,1740,75.48,,
Minimum,1741,75.59,,
Minimum,1742,75.58,,
Minimum,1743,76.26,,
Minimum,1744,76.1,,
Minimum,1745,74.8,,
Minimum,1746,75.27,,
Minimum,1747,77.92,,
Minimum,1748,74.26,,
Minimum,1749,76.1,,
Minimum,1750,75.83,,
Minimum,1751,75.51,,
Minimum,1752,77.26,,
Minimum,1753,77.56,,
Minimum,1754,76.61,,
Minimum,1755,76.84,,
Minimum,1756,77.52,,
Minimum,1757,76.27,,
Minimum,1758,77.6,,
Minimum,1759,78.01,,
Minimum,1760,76.32,,
Minimum,1761,77.01,,
Minimum,1762,76.62,,
Minimum,1763,76.48,,
Minimum,1764,76.82,,
Minimum,1765,76.33,,
Minimum,1766,77.83,,
Minimum,1767,77.79,,
Minimum,1768,76.9,,
Minimum,1769,76.02,,
Minimum,1770,77.42,,
Minimum,1771,76.91,,
Minimum,1772,77.07,,
Minimum,1773,76.78,,
Minimum,1774,75.01,,
Minimum,1775,77.32,,
Minimum,1776,77.78,,
Minimum,1777,77.46,,
Minimum,1778,76.63,,
Minimum,1779,76.75,,
Minimum,1780,76.84,,
Minimum,1781,76.62,,
Minimum,1782,77.69,,
Minimum,1783,77.89,,
Minimum,1784,75.49,,
Minimum,1785,77.47,,
Minimum,1786,76.45,,
Minimum,1787,76.38,,
Minimum,1788,75.91,,
Minimum,1789,76.74,,
Minimum,1790,75.27,,
Minimum,1791,75.94,,
Minimum,1792,76.35,,
Minimum,1793,75.79,,
Minimum,1794,75.07,,
Minimum,1795,76.56,,
Minimum,1796,74.27,,
Minimum,1797,76.12,,
Minimum,1798,75.4,,
Minimum,1799,76.89,,
Minimum,1800,78.28,,
Minimum,1801,76.15,,
Minimum,1802,76.4,,
Minimum,1803,78.39,,
Minimum,1804,75.61,,
Minimum,1805,76.45,,
Minimum,1806,77.41,,
Minimum,1807,76.89,,
Minimum,1808,76.22,,
Minimum,1809,76.81,,
Minimum,1810,77.84,,
Minimum,1811,76.19,,
Minimum,1812,76.47,,
Minimum,1813,77.21,,
Minimum,1814,76.59,,
Minimum,1815,78.18,,
Minimum,1816,76.33,,
Minimum,1817,76.48,,
Minimum,1818,77.22,,
Minimum,1819,77.79,,
Minimum,1820,76.1,,
Minimum,1821,77.64,,
Minimum,1822,76.06,,
Minimum,1823,78.56,,
Minimum,1824,77.06,,
Minimum,1825,77.9,,
Minimum,1826,75.17,,
Minimum,1827,76.98,,
Minimum,1828,77.61,,
Minimum,1829,76.26,,
Minimum,1830,76.39,,
Minimum,1831,76.74,,
Minimum,1832,77.39,,
Minimum,1833,76.2,,
Minimum,1834,76.67,,
Minimum,1835,77.69,,
Minimum,1836,77.47,,
Minimum,1837,77.04,,
Minimum,1838,76.86,,
Minimum,1839,77.54,,
Minimum,1840,76.94,,
Minimum,1841,76.65,,
Minimum,1842,76.1,,
Minimum,1843,77.32,,
Minimum,1844,77.51,,
Minimum,1845,75.79,,
Minimum,1846,77.03,,
Minimum,1847,77.33,,
Minimum,1848,76.66,,
Minimum,1849,75.89,,
Minimum,1850,76.67,,
Minimum,1851,76.2,,
Minimum,1852,75.18,,
Minimum,1853,75.84,,
Minimum,1854,76.85,,
Minimum,1855,75.46,,
Minimum,1856,77.83,,
Minimum,1857,74.84,,
Minimum,1858,76.25,,
Minimum,1859,75.42,,
Minimum,1860,75.47,,
Minimum,1861,76.68,,
Minimum,1862,75.54,,
Minimum,1863,74.84,,
Minimum,1864,77.54,,
Minimum,1865,74.56,,
Minimum,1866,76.2,,
Minimum,1867,75.57,,
Minimum,1868,75.49,,
Minimum,1869,76.45,,
Minimum,1870,75.92,,
Minimum,1871,74.97,,
Minimum,1872,75.09,,
Minimum,1873,76.31,,
Minimum,1874,76.24,,
Minimum,1875,73.78,,
Minimum,1876,75.97,,
Minimum,1877,74.24,,
Minimum,1878,74.76,,
Minimum,1879,76.46,,
Minimum,1880,74.91,,
Minimum,1881,75.26,,
Minimum,1882,74.97,,
Minimum,1883,75.76,,
Minimum,1884,75.71,,
Minimum,1885,74.35,,
Minimum,1886,75.79,,
Minimum,1887,75.73,,
Minimum,1888,75.18,,
Minimum,1889,75.76,,
Minimum,1890,74.78,,
Minimum,1891,76.27,,
Minimum,1892,75.78,,
Minimum,1893,77.05,,
Minimum,1894,75.42,,
Minimum,1895,75.66,,
Minimum,1896,76.87,,
Minimum,1897,74.19,,
Minimum,1898,74.09,,
Minimum,1899,76.2,,
Minimum,1900,75.61,,
Minimum,1901,74.51,,
Minimum,1902,74.97,,
Minimum,1903,77.77,,
Minimum,1904,76.1,,
Minimum,1905,75.66,,
Minimum,1906,75.5,,
Minimum,1907,75.33,,
Minimum,1908,75.41,,
Minimum,1909,75.42,,
Minimum,1910,75.58,,
Minimum,1911,74.19,,
Minimum,1912,76.47,,
Minimum,1913,74.82,,
Minimum,1914,75.1,,
Minimum,1915,75.71,,
Minimum,1916,76.11,,
Minimum,1917,75.29,,
Minimum,1918,74.88,,
Minimum,1919,74.99,,
Minimum,1920,75.88,,
Minimum,1921,75.72,,
Minimum,1922,76.34,,
Minimum,1923,75.02,,
Minimum,1924,77.38,,
Minimum,1925,75.64,,
Minimum,1926,74.37,,
Minimum,1927,75.94,,
Minimum,1928,75.72,,
Minimum,1929,76.04,,
Minimum,1930,74.61,,
Minimum,1931,76.81,,
Minimum,1932,77.52,,
Minimum,1933,75.17,,
Minimum,1934,76.16,,
Minimum,1935,75,,
Minimum,1936,75.75,,
Minimum,1937,77,,
Minimum,1938,76.13,,
Minimum,1939,74.91,,
Minimum,1940,75.3,,
Minimum,1941,76.16,,
Minimum,1942,77.32,,
Minimum,1943,75.54,,
Minimum,1944,76.5,,
Minimum,1945,74.31,,
Minimum,1946,76.13,,
Minimum,1947,75.74,,
Minimum,1948,75.68,,
Minimum,1949,75.89,,
Minimum,1950,76.16,,
Minimum,1951,76.01,,
Minimum,1952,78.45,,
Minimum,1953,75.2,,
Minimum,1954,78.85,,
Minimum,1955,76.5,,
Minimum,1956,77.03,,
Minimum,1957,76.31,,
Minimum,1958,77.38,,
Minimum,1959,75.88,,
Minimum,1960,78.14,,
Minimum,1961,76.11,,
Minimum,1962,77.49,,
Minimum,1963,76.57,,
Minimum,1964,76.72,,
Minimum,1965,77.47,,
Minimum,1966,76.72,,
Minimum,1967,75.79,,
Minimum,1968,75.89,,
Minimum,1969,77.21,,
Minimum,1970,76.36,,
Minimum,1971,78.47,,
Minimum,1972,77.21,,
Minimum,1973,77.8,,
Minimum,1974,76.92,,
Minimum,1975,77.42,,
Minimum,1976,77.25,,
Minimum,1977,77.7,,
Minimum,1978,77.68,,
Minimum,1979,78.15,,
Minimum,1980,76.34,,
Minimum,1981,79.58,,
Minimum,1982,77,,
Minimum,1983,77.76,,
Minimum,1984,74.92,,
Minimum,1985,75.76,,
Minimum,1986,76.52,,
Minimum,1987,75.4,,
Minimum,1988,75.78,,
Minimum,1989,76.95,,
Minimum,1990,75.75,,
Minimum,1991,76.03,,
Minimum,1992,75.9,,
Minimum,1993,76.24,,
Minimum,1994,75.47,,
Minimum,1995,76.01,,
Minimum,1996,75.8,,
Minimum,1997,75.88,,
Minimum,1998,77.13,,
Minimum,1999,76.43,,
Minimum,2000,77.68,,
Minimum,2001,76.22,,
Minimum,2002,75.59,,
Minimum,2003,77.4,,
Minimum,2004,76.2,,
Minimum,2005,77.86,,
Minimum,2006,77.04,,
Minimum,2007,79.11,,
Minimum,2008,77.69,,
Minimum,2009,76.39,,
Minimum,2010,77.78,,
Minimum,2011,76.55,,
Minimum,2012,77.16,,
Minimum,2013,77.22,,
Minimum,2014,76.18,,
Minimum,2015,77.02,,
Minimum,2016,76.23,,
Minimum,2017,77.39,,
Minimum,2018,77.19,,
Minimum,2019,76.68,,
Minimum,2020,78.86,,
Minimum,2021,76.56,,
Minimum,2022,76.32,,
Minimum,2023,77.22,,
Minimum,2024,77.13,,
Minimum,2025,76.41,,
Minimum,2026,76.16,,
Minimum,2027,74.74,,
Minimum,2028,75.11,,
Minimum,2029,75.57,,
Minimum,2030,75.61,,
Minimum,2031,75.14,,
Minimum,2032,74.64,,
Minimum,2033,77.17,,
Minimum,2034,75.08,,
Minimum,2035,74.37,,
Minimum,2036,75.41,,
Minimum,2037,74.89,,
Minimum,2038,76,,
Minimum,2039,75.54,,
Minimum,2040,75.14,,
Minimum,2041,76.61,,
Minimum,2042,75.91,,
Minimum,2043,76.88,,
Minimum,2044,76.59,,
Minimum,2045,76.97,,
Minimum,2046,76.24,,
Minimum,2047,76.58,,
Minimum,2048,76.51,,
Minimum,2049,79.35,,
Minimum,2050,75.53,,
Minimum,2051,76.84,,
Minimum,2052,74.78,,
Minimum,2053,75.18,,
Minimum,2054,74.46,,
Minimum,2055,74.91,,
Minimum,2056,74.47,,
Minimum,2057,75.19,,
Minimum,2058,74.9,,
Minimum,2059,77.79,,
Minimum,2060,75.45,,
Minimum,2061,74.59,,
Minimum,2062,75.62,,
Minimum,2063,74.73,,
Minimum,2064,74.88,,
