legend,step,pwr,,76.1077233333334
Minimum,3065,77.17,,
Minimum,3066,75.25,,
Minimum,3067,75.66,,
Minimum,3068,77.19,,
Minimum,3069,74.82,,
Minimum,3070,75.36,,
Minimum,3071,75.64,,
Minimum,3072,74.85,,
Minimum,3073,76.97,,
Minimum,3074,75.62,,
Minimum,3075,75.47,,
Minimum,3076,74.7,,
Minimum,3077,77.29,,
Minimum,3078,76.18,,
Minimum,3079,75.76,,
Minimum,3080,74.12,,
Minimum,3081,76.48,,
Minimum,3082,75.66,,
Minimum,3083,75.15,,
Minimum,3084,74.65,,
Minimum,3085,75.57,,
Minimum,3086,75.96,,
Minimum,3087,76.57,,
Minimum,3088,74.84,,
Minimum,3089,75.61,,
Minimum,3090,76.31,,
Minimum,3091,74.7,,
Minimum,3092,76.92,,
Minimum,3093,76.4,,
Minimum,3094,76.2,,
Minimum,3095,76.14,,
Minimum,3096,74.9,,
Minimum,3097,75.47,,
Minimum,3098,74.53,,
Minimum,3099,75.83,,
Minimum,3100,74.9,,
Minimum,3101,76.07,,
Minimum,3102,76.53,,
Minimum,3103,75.35,,
Minimum,3104,75.53,,
Minimum,3105,76.13,,
Minimum,3106,75.22,,
Minimum,3107,75.68,,
Minimum,3108,77.08,,
Minimum,3109,76.23,,
Minimum,3110,73.13,,
Minimum,3111,76.88,,
Minimum,3112,76.33,,
Minimum,3113,75.69,,
Minimum,3114,75.41,,
Minimum,3115,74.62,,
Minimum,3116,75.15,,
Minimum,3117,75.8,,
Minimum,3118,75.09,,
Minimum,3119,75.97,,
Minimum,3120,75.67,,
Minimum,3121,76.44,,
Minimum,3122,75.96,,
Minimum,3123,75.5,,
Minimum,3124,76.17,,
Minimum,3125,75.21,,
Minimum,3126,75.27,,
Minimum,3127,77.31,,
Minimum,3128,74.95,,
Minimum,3129,76.65,,
Minimum,3130,74.44,,
Minimum,3131,76.74,,
Minimum,3132,76.23,,
Minimum,3133,74.68,,
Minimum,3134,75.28,,
Minimum,3135,75.29,,
Minimum,3136,74.63,,
Minimum,3137,76.15,,
Minimum,3138,75.38,,
Minimum,3139,75.51,,
Minimum,3140,75.49,,
Minimum,3141,76.76,,
Minimum,3142,74.91,,
Minimum,3143,75.39,,
Minimum,3144,75.36,,
Minimum,3145,75.68,,
Minimum,3146,73.93,,
Minimum,3147,77.24,,
Minimum,3148,75.78,,
Minimum,3149,76.34,,
Minimum,3150,75.99,,
Minimum,3151,78.17,,
Minimum,3152,78.62,,
Minimum,3153,76.53,,
Minimum,3154,77.49,,
Minimum,3155,76.8,,
Minimum,3156,76.52,,
Minimum,3157,78.02,,
Minimum,3158,76.29,,
Minimum,3159,77.81,,
Minimum,3160,75.99,,
Minimum,3161,77.59,,
Minimum,3162,74.62,,
Minimum,3163,77.41,,
Minimum,3164,75.35,,
Minimum,3165,77.05,,
Minimum,3166,75.17,,
Minimum,3167,76.1,,
Minimum,3168,76.03,,
Minimum,3169,77.07,,
Minimum,3170,76.35,,
Minimum,3171,76.32,,
Minimum,3172,75.17,,
Minimum,3173,75.99,,
Minimum,3174,74.77,,
Minimum,3175,77.36,,
Minimum,3176,77.52,,
Minimum,3177,77.19,,
Minimum,3178,76.84,,
Minimum,3179,77.28,,
Minimum,3180,77.71,,
Minimum,3181,76.05,,
Minimum,3182,78.47,,
Minimum,3183,77.19,,
Minimum,3184,77.44,,
Minimum,3185,77.49,,
Minimum,3186,76.67,,
Minimum,3187,77.56,,
Minimum,3188,77.63,,
Minimum,3189,77.33,,
Minimum,3190,78.52,,
Minimum,3191,76.59,,
Minimum,3192,76.74,,
Minimum,3193,75.76,,
Minimum,3194,75.41,,
Minimum,3195,75.85,,
Minimum,3196,74.75,,
Minimum,3197,75.96,,
Minimum,3198,74.72,,
Minimum,3199,76.51,,
Minimum,3200,74.34,,
Minimum,3201,75.8,,
Minimum,3202,76.08,,
Minimum,3203,75.88,,
Minimum,3204,77.11,,
Minimum,3205,75.48,,
Minimum,3206,76.56,,
Minimum,3207,77.12,,
Minimum,3208,76.99,,
Minimum,3209,77.64,,
Minimum,3210,75.54,,
Minimum,3211,76.14,,
Minimum,3212,76.14,,
Minimum,3213,76.25,,
Minimum,3214,75.27,,
Minimum,3215,74.82,,
Minimum,3216,75.2,,
Minimum,3217,76.45,,
Minimum,3218,75.32,,
Minimum,3219,78.91,,
Minimum,3220,76.79,,
Minimum,3221,76.31,,
Minimum,3222,77.05,,
Minimum,3223,77.63,,
Minimum,3224,76.74,,
Minimum,3225,77.39,,
Minimum,3226,77.14,,
Minimum,3227,77.04,,
Minimum,3228,76.57,,
Minimum,3229,78.9,,
Minimum,3230,77.14,,
Minimum,3231,77,,
Minimum,3232,77.58,,
Minimum,3233,75.53,,
Minimum,3234,77.42,,
Minimum,3235,75.88,,
Minimum,3236,75.09,,
Minimum,3237,75.87,,
Minimum,3238,76.45,,
Minimum,3239,76.25,,
Minimum,3240,76.28,,
Minimum,3241,75.46,,
Minimum,3242,75.61,,
Minimum,3243,75.4,,
Minimum,3244,76.03,,
Minimum,3245,75.79,,
Minimum,3246,76.89,,
Minimum,3247,77.43,,
Minimum,3248,75.93,,
Minimum,3249,77.43,,
Minimum,3250,75.9,,
Minimum,3251,75.68,,
Minimum,3252,74.76,,
Minimum,3253,75.51,,
Minimum,3254,75.58,,
Minimum,3255,75.44,,
Minimum,3256,75.87,,
Minimum,3257,74.98,,
Minimum,3258,76.06,,
Minimum,3259,76.66,,
Minimum,3260,76.65,,
Minimum,3261,74.51,,
Minimum,3262,76.75,,
Minimum,3263,77.13,,
Minimum,3264,75.05,,
Minimum,3265,76.12,,
Minimum,3266,75.64,,
Minimum,3267,75.81,,
Minimum,3268,76.68,,
Minimum,3269,75.7,,
Minimum,3270,74.48,,
Minimum,3271,76.82,,
Minimum,3272,75.15,,
Minimum,3273,75.38,,
Minimum,3274,75.5,,
Minimum,3275,76.13,,
Minimum,3276,75.45,,
Minimum,3277,75.81,,
Minimum,3278,75.54,,
Minimum,3279,75.61,,
Minimum,3280,75.11,,
Minimum,3281,75.61,,
Minimum,3282,74.92,,
Minimum,3283,75.77,,
Minimum,3284,75.45,,
Minimum,3285,75.32,,
Minimum,3286,75.15,,
Minimum,3287,75.44,,
Minimum,3288,75.22,,
Minimum,3289,76.51,,
Minimum,3290,76.59,,
Minimum,3291,75.88,,
Minimum,3292,74.74,,
Minimum,3293,74.2,,
Minimum,3294,75.49,,
Minimum,3295,75.53,,
Minimum,3296,77.03,,
Minimum,3297,77.34,,
Minimum,3298,74.84,,
Minimum,3299,75.69,,
Minimum,3300,74.9,,
Minimum,3301,75.55,,
Minimum,3302,75.35,,
Minimum,3303,74.65,,
Minimum,3304,74.19,,
Minimum,3305,76.69,,
Minimum,3306,75.51,,
Minimum,3307,77.35,,
Minimum,3308,74.36,,
Minimum,3309,76.63,,
Minimum,3310,74.33,,
Minimum,3311,76.07,,
Minimum,3312,75.36,,
Minimum,3313,75.37,,
Minimum,3314,75.62,,
Minimum,3315,75.45,,
Minimum,3316,74.85,,
Minimum,3317,75.72,,
Minimum,3318,75.84,,
Minimum,3319,76.73,,
Minimum,3320,74.87,,
Minimum,3321,74.42,,
Minimum,3322,77.03,,
Minimum,3323,75.07,,
Minimum,3324,74.79,,
Minimum,3325,75.33,,
Minimum,3326,76.39,,
Minimum,3327,74.96,,
Minimum,3328,74.69,,
Minimum,3329,75.03,,
Minimum,3330,76.03,,
Minimum,3331,75.62,,
Minimum,3332,75.6,,
Minimum,3333,74.96,,
Minimum,3334,75.7,,
Minimum,3335,75.1,,
Minimum,3336,76.75,,
Minimum,3337,76.17,,
Minimum,3338,74.75,,
Minimum,3339,74.92,,
Minimum,3340,74.87,,
Minimum,3341,76.71,,
Minimum,3342,74.12,,
Minimum,3343,76.4,,
Minimum,3344,74.57,,
Minimum,3345,76.21,,
Minimum,3346,76.97,,
Minimum,3347,76.93,,
Minimum,3348,74.69,,
Minimum,3349,77.05,,
Minimum,3350,76.91,,
Minimum,3351,75.95,,
Minimum,3352,77.2,,
Minimum,3353,75.99,,
Minimum,3354,77.53,,
Minimum,3355,77.78,,
Minimum,3356,77.87,,
Minimum,3357,77.21,,
Minimum,3358,76.33,,
Minimum,3359,77.2,,
Minimum,3360,77.46,,
Minimum,3361,77.77,,
Minimum,3362,75.49,,
Minimum,3363,77.9,,
Minimum,3364,76.01,,
Minimum,3365,77.34,,
Minimum,3366,77.13,,
Minimum,3367,76.31,,
Minimum,3368,77.83,,
Minimum,3369,76.13,,
Minimum,3370,77.67,,
Minimum,3371,76.65,,
Minimum,3372,76.14,,
Minimum,3373,76.75,,
Minimum,3374,76.71,,
Minimum,3375,78.97,,
Minimum,3376,76.52,,
Minimum,3377,77.1,,
Minimum,3378,76.67,,
Minimum,3379,77.63,,
Minimum,3380,75.32,,
Minimum,3381,75.83,,
Minimum,3382,75.27,,
Minimum,3383,75.16,,
Minimum,3384,75.21,,
Minimum,3385,77.55,,
Minimum,3386,75.87,,
Minimum,3387,75.68,,
Minimum,3388,73.94,,
Minimum,3389,76.4,,
Minimum,3390,75.12,,
Minimum,3391,75.03,,
Minimum,3392,75.25,,
Minimum,3393,74.84,,
Minimum,3394,77.31,,
Minimum,3395,77.42,,
Minimum,3396,76.02,,
Minimum,3397,76.2,,
Minimum,3398,77.55,,
Minimum,3399,76.25,,
Minimum,3400,77.63,,
Minimum,3401,78.06,,
Minimum,3402,75.29,,
Minimum,3403,78.41,,
Minimum,3404,76.55,,
Minimum,3405,76.87,,
Minimum,3406,76.75,,
Minimum,3407,77.49,,
Minimum,3408,75.39,,
Minimum,3409,77.14,,
Minimum,3410,77.25,,
Minimum,3411,78.22,,
Minimum,3412,77.63,,
Minimum,3413,76.35,,
Minimum,3414,78.48,,
Minimum,3415,77.44,,
Minimum,3416,77.97,,
Minimum,3417,76.5,,
Minimum,3418,77.82,,
Minimum,3419,76.31,,
Minimum,3420,77.45,,
Minimum,3421,77.47,,
Minimum,3422,76.76,,
Minimum,3423,76.76,,
Minimum,3424,77.75,,
Minimum,3425,76.6,,
Minimum,3426,74.8,,
Minimum,3427,75.31,,
Minimum,3428,75.34,,
Minimum,3429,75.22,,
Minimum,3430,76.01,,
Minimum,3431,75.22,,
Minimum,3432,74.34,,
Minimum,3433,76.94,,
Minimum,3434,75.35,,
Minimum,3435,74.55,,
Minimum,3436,75.71,,
Minimum,3437,74.78,,
Minimum,3438,74.7,,
Minimum,3439,75.89,,
Minimum,3440,74.94,,
Minimum,3441,75.45,,
Minimum,3442,77.25,,
Minimum,3443,76.94,,
Minimum,3444,76.31,,
Minimum,3445,77.02,,
Minimum,3446,75.88,,
Minimum,3447,77.25,,
Minimum,3448,76.4,,
Minimum,3449,76.56,,
Minimum,3450,76.29,,
Minimum,3451,74.99,,
Minimum,3452,75.08,,
Minimum,3453,76.25,,
Minimum,3454,76.25,,
Minimum,3455,73.75,,
Minimum,3456,76.04,,
Minimum,3457,75.32,,
Minimum,3458,74.9,,
Minimum,3459,76.21,,
Minimum,3460,74.46,,
Minimum,3461,75.51,,
Minimum,3462,74.49,,
Minimum,3463,76.55,,
Minimum,3464,74.57,,
Minimum,3465,75.72,,
Minimum,3466,75.47,,
Minimum,3467,75.9,,
Minimum,3468,75.37,,
Minimum,3469,75.12,,
Minimum,3470,75,,
Minimum,3471,75.35,,
Minimum,3472,76.1,,
Minimum,3473,74.65,,
Minimum,3474,76.16,,
Minimum,3475,75.03,,
Minimum,3476,74.9,,
Minimum,3477,76.7,,
Minimum,3478,74.77,,
Minimum,3479,75.67,,
Minimum,3480,75.38,,
Minimum,3481,73.97,,
Minimum,3482,75.44,,
Minimum,3483,75.88,,
Minimum,3484,74.86,,
Minimum,3485,77.67,,
Minimum,3486,75.17,,
Minimum,3487,75.17,,
Minimum,3488,75.64,,
Minimum,3489,74.58,,
Minimum,3490,75.68,,
Minimum,3491,76.03,,
Minimum,3492,77.44,,
Minimum,3493,74.49,,
Minimum,3494,75.66,,
Minimum,3495,77.17,,
Minimum,3496,74.28,,
Minimum,3497,74.97,,
Minimum,3498,75.81,,
Minimum,3499,75.26,,
Minimum,3500,75.96,,
Minimum,3501,74.34,,
Minimum,3502,77.01,,
Minimum,3503,75.37,,
Minimum,3504,75.8,,
Minimum,3505,75.8,,
Minimum,3506,75.56,,
Minimum,3507,74.77,,
Minimum,3508,76.26,,
Minimum,3509,75.17,,
Minimum,3510,75.67,,
Minimum,3511,75.1,,
Minimum,3512,77.15,,
Minimum,3513,76.55,,
Minimum,3514,74.48,,
Minimum,3515,75.15,,
Minimum,3516,75.39,,
Minimum,3517,76.26,,
Minimum,3518,74.81,,
Minimum,3519,76.92,,
Minimum,3520,74.42,,
Minimum,3521,76.03,,
Minimum,3522,74.19,,
Minimum,3523,76.14,,
Minimum,3524,74.98,,
Minimum,3525,76.98,,
Minimum,3526,76.55,,
Minimum,3527,74.47,,
Minimum,3528,76.29,,
Minimum,3529,76.87,,
Minimum,3530,73.72,,
Minimum,3531,77.47,,
Minimum,3532,75.43,,
Minimum,3533,75.74,,
Minimum,3534,76.62,,
Minimum,3535,75.15,,
Minimum,3536,75.13,,
Minimum,3537,75.28,,
Minimum,3538,74.39,,
Minimum,3539,76.7,,
Minimum,3540,74.95,,
Minimum,3541,77.89,,
Minimum,3542,75.72,,
Minimum,3543,76.23,,
Minimum,3544,74.59,,
Minimum,3545,76.2,,
Minimum,3546,75.12,,
Minimum,3547,75.69,,
Minimum,3548,74.58,,
Minimum,3549,76.49,,
Minimum,3550,75.84,,
Minimum,3551,77.14,,
Minimum,3552,78.32,,
Minimum,3553,76.63,,
Minimum,3554,76.83,,
Minimum,3555,76.27,,
Minimum,3556,79.15,,
Minimum,3557,76.59,,
Minimum,3558,77.54,,
Minimum,3559,75.67,,
Minimum,3560,77.25,,
Minimum,3561,77.43,,
Minimum,3562,77.54,,
Minimum,3563,76.06,,
Minimum,3564,78.2,,
Minimum,3565,76.56,,
Minimum,3566,77.78,,
Minimum,3567,77.07,,
Minimum,3568,76.8,,
Minimum,3569,77.89,,
Minimum,3570,79.06,,
Minimum,3571,76.54,,
Minimum,3572,76.5,,
Minimum,3573,76.84,,
Minimum,3574,75.87,,
Minimum,3575,76.59,,
Minimum,3576,76.34,,
Minimum,3577,75.6,,
Minimum,3578,75.63,,
Minimum,3579,76.01,,
Minimum,3580,78.13,,
Minimum,3581,76.29,,
Minimum,3582,75.41,,
Minimum,3583,75.41,,
Minimum,3584,74.21,,
Minimum,3585,76.18,,
Minimum,3586,75.38,,
Minimum,3587,75.78,,
Minimum,3588,76.74,,
Minimum,3589,75.93,,
Minimum,3590,76.58,,
Minimum,3591,77.72,,
Minimum,3592,75.42,,
Minimum,3593,78.99,,
Minimum,3594,77.27,,
Minimum,3595,76.85,,
Minimum,3596,77.67,,
Minimum,3597,77.05,,
Minimum,3598,77.43,,
Minimum,3599,76.58,,
Minimum,3600,77.4,,
Minimum,3601,76.27,,
Minimum,3602,76.75,,
Minimum,3603,76.42,,
Minimum,3604,75.96,,
Minimum,3605,76,,
Minimum,3606,76.25,,
Minimum,3607,75.78,,
Minimum,3608,75.32,,
Minimum,3609,79.32,,
Minimum,3610,75.78,,
Minimum,3611,75.9,,
Minimum,3612,76.04,,
Minimum,3613,77.21,,
Minimum,3614,77.16,,
Minimum,3615,76.94,,
Minimum,3616,75.55,,
Minimum,3617,77.83,,
Minimum,3618,76.08,,
Minimum,3619,79.1,,
Minimum,3620,75.23,,
Minimum,3621,76.15,,
Minimum,3622,76.94,,
Minimum,3623,76.21,,
Minimum,3624,76.81,,
Minimum,3625,76.18,,
Minimum,3626,75.46,,
Minimum,3627,75.92,,
Minimum,3628,77.14,,
Minimum,3629,75.56,,
Minimum,3630,76.51,,
Minimum,3631,76.09,,
Minimum,3632,75.27,,
Minimum,3633,76.09,,
Minimum,3634,75.43,,
Minimum,3635,76.73,,
Minimum,3636,77.44,,
Minimum,3637,76.28,,
Minimum,3638,75.2,,
Minimum,3639,78.01,,
Minimum,3640,76.26,,
Minimum,3641,76.36,,
Minimum,3642,77.74,,
Minimum,3643,75.91,,
Minimum,3644,76.88,,
Minimum,3645,76.47,,
Minimum,3646,76.7,,
Minimum,3647,76.34,,
Minimum,3648,78.23,,
Minimum,3649,76.41,,
Minimum,3650,76.71,,
Minimum,3651,75.84,,
Minimum,3652,74.11,,
Minimum,3653,75.74,,
Minimum,3654,75.14,,
Minimum,3655,75.52,,
Minimum,3656,74.52,,
Minimum,3657,76.12,,
Minimum,3658,76.83,,
Minimum,3659,75.18,,
Minimum,3660,74.26,,
Minimum,3661,75.32,,
Minimum,3662,76.04,,
Minimum,3663,74.55,,
Minimum,3664,76.05,,
Minimum,3665,74.6,,
Minimum,3666,75.33,,
Minimum,3667,75.64,,
Minimum,3668,76.48,,
Minimum,3669,75.52,,
Minimum,3670,75.42,,
Minimum,3671,76.68,,
Minimum,3672,74.84,,
Minimum,3673,75.76,,
Minimum,3674,75.51,,
Minimum,3675,74.96,,
Minimum,3676,76.54,,
Minimum,3677,74.62,,
Minimum,3678,75.4,,
Minimum,3679,76.41,,
Minimum,3680,75.22,,
Minimum,3681,75.23,,
Minimum,3682,75.34,,
Minimum,3683,76.55,,
Minimum,3684,74.74,,
Minimum,3685,76.01,,
Minimum,3686,74.45,,
Minimum,3687,77.13,,
Minimum,3688,75.74,,
Minimum,3689,75.82,,
Minimum,3690,75.09,,
Minimum,3691,75.5,,
Minimum,3692,76.48,,
Minimum,3693,75.49,,
Minimum,3694,75.29,,
Minimum,3695,74.35,,
Minimum,3696,76.71,,
Minimum,3697,76.53,,
Minimum,3698,76.13,,
Minimum,3699,75.39,,
Minimum,3700,75.96,,
Minimum,3701,75.8,,
Minimum,3702,75.75,,
Minimum,3703,76.1,,
Minimum,3704,74.71,,
Minimum,3705,75.86,,
Minimum,3706,75.46,,
Minimum,3707,75.72,,
Minimum,3708,76.49,,
Minimum,3709,75.69,,
Minimum,3710,76.54,,
Minimum,3711,74.74,,
Minimum,3712,74.87,,
Minimum,3713,76.4,,
Minimum,3714,75,,
Minimum,3715,75.54,,
Minimum,3716,76.63,,
Minimum,3717,74.82,,
Minimum,3718,76.27,,
Minimum,3719,74.82,,
Minimum,3720,75.24,,
Minimum,3721,76.01,,
Minimum,3722,75.72,,
Minimum,3723,75.46,,
Minimum,3724,76.94,,
Minimum,3725,74.34,,
Minimum,3726,76.28,,
Minimum,3727,76.2,,
Minimum,3728,74.86,,
Minimum,3729,75.48,,
Minimum,3730,74.76,,
Minimum,3731,76.59,,
Minimum,3732,74.07,,
Minimum,3733,75.71,,
Minimum,3734,75.72,,
Minimum,3735,76.22,,
Minimum,3736,75.13,,
Minimum,3737,77.34,,
Minimum,3738,75.33,,
Minimum,3739,75.06,,
Minimum,3740,76.23,,
Minimum,3741,76.61,,
Minimum,3742,75.67,,
Minimum,3743,74.91,,
Minimum,3744,75.13,,
Minimum,3745,76.36,,
Minimum,3746,77.78,,
Minimum,3747,75.69,,
Minimum,3748,75.77,,
Minimum,3749,75.72,,
Minimum,3750,77.13,,
Minimum,3751,77.5,,
Minimum,3752,77.67,,
Minimum,3753,76.38,,
Minimum,3754,77.4,,
Minimum,3755,77.56,,
Minimum,3756,75.84,,
Minimum,3757,77.49,,
Minimum,3758,77.45,,
Minimum,3759,77.79,,
Minimum,3760,76.64,,
Minimum,3761,77.28,,
Minimum,3762,76.4,,
Minimum,3763,76.65,,
Minimum,3764,77.2,,
Minimum,3765,77.62,,
Minimum,3766,75.67,,
Minimum,3767,77.2,,
Minimum,3768,74.17,,
Minimum,3769,77.07,,
Minimum,3770,76.51,,
Minimum,3771,75.86,,
Minimum,3772,75.06,,
Minimum,3773,73.95,,
Minimum,3774,75.52,,
Minimum,3775,78.67,,
Minimum,3776,74.74,,
Minimum,3777,75.27,,
Minimum,3778,76.33,,
Minimum,3779,75.9,,
Minimum,3780,78.45,,
Minimum,3781,76.45,,
Minimum,3782,77.58,,
Minimum,3783,77.48,,
Minimum,3784,78.13,,
Minimum,3785,76.05,,
Minimum,3786,77.84,,
Minimum,3787,77.32,,
Minimum,3788,76.41,,
Minimum,3789,77.9,,
Minimum,3790,77.4,,
Minimum,3791,76.06,,
Minimum,3792,77.86,,
Minimum,3793,75.17,,
Minimum,3794,74.91,,
Minimum,3795,74.75,,
Minimum,3796,74.27,,
Minimum,3797,75.3,,
Minimum,3798,75.64,,
Minimum,3799,75.29,,
Minimum,3800,73.8,,
Minimum,3801,76.22,,
Minimum,3802,74.85,,
Minimum,3803,75.97,,
Minimum,3804,75.37,,
Minimum,3805,76.37,,
Minimum,3806,74.4,,
Minimum,3807,76.64,,
Minimum,3808,75.26,,
Minimum,3809,79.01,,
Minimum,3810,77.4,,
Minimum,3811,75.7,,
Minimum,3812,77.12,,
Minimum,3813,76.16,,
Minimum,3814,79.16,,
Minimum,3815,77.45,,
Minimum,3816,76.43,,
Minimum,3817,77.16,,
Minimum,3818,76.2,,
Minimum,3819,76.03,,
Minimum,3820,76.1,,
Minimum,3821,75.42,,
Minimum,3822,76.42,,
Minimum,3823,75.98,,
Minimum,3824,75.42,,
Minimum,3825,76.6,,
Minimum,3826,76.11,,
Minimum,3827,75.91,,
Minimum,3828,76.83,,
Minimum,3829,76.35,,
Minimum,3830,75.97,,
Minimum,3831,76.28,,
Minimum,3832,76.22,,
Minimum,3833,76.28,,
Minimum,3834,77.65,,
Minimum,3835,78.12,,
Minimum,3836,75.88,,
Minimum,3837,77.1,,
Minimum,3838,77,,
Minimum,3839,77.83,,
Minimum,3840,77.35,,
Minimum,3841,76.03,,
Minimum,3842,76.86,,
Minimum,3843,82.29,,
Minimum,3844,76.54,,
Minimum,3845,78.11,,
Minimum,3846,76.05,,
Minimum,3847,79.57,,
Minimum,3848,76.52,,
Minimum,3849,77.21,,
Minimum,3850,74.87,,
Minimum,3851,76.13,,
Minimum,3852,75.62,,
Minimum,3853,77.66,,
Minimum,3854,74.33,,
Minimum,3855,76.75,,
Minimum,3856,75.59,,
Minimum,3857,75.4,,
Minimum,3858,74.33,,
Minimum,3859,76.94,,
Minimum,3860,75.23,,
Minimum,3861,75.12,,
Minimum,3862,74.71,,
Minimum,3863,76.51,,
Minimum,3864,76.34,,
Minimum,3865,75.49,,
Minimum,3866,76.19,,
Minimum,3867,74.16,,
Minimum,3868,76.7,,
Minimum,3869,76.05,,
Minimum,3870,75.39,,
Minimum,3871,74.64,,
Minimum,3872,76.46,,
Minimum,3873,75.6,,
Minimum,3874,76.97,,
Minimum,3875,76,,
Minimum,3876,76.34,,
Minimum,3877,75.87,,
Minimum,3878,73.67,,
Minimum,3879,76.79,,
Minimum,3880,75.91,,
Minimum,3881,75.46,,
Minimum,3882,76.64,,
Minimum,3883,76.68,,
Minimum,3884,74.15,,
Minimum,3885,75.18,,
Minimum,3886,76.13,,
Minimum,3887,75.43,,
Minimum,3888,74.96,,
Minimum,3889,77.13,,
Minimum,3890,75.51,,
Minimum,3891,76.19,,
Minimum,3892,77.75,,
Minimum,3893,75,,
Minimum,3894,75.13,,
Minimum,3895,75.82,,
Minimum,3896,76.38,,
Minimum,3897,74.58,,
Minimum,3898,76.18,,
Minimum,3899,74.51,,
Minimum,3900,76.21,,
Minimum,3901,75.43,,
Minimum,3902,76.76,,
Minimum,3903,74.91,,
Minimum,3904,76.71,,
Minimum,3905,75.85,,
Minimum,3906,75.97,,
Minimum,3907,75.28,,
Minimum,3908,75.68,,
Minimum,3909,75.71,,
Minimum,3910,74.94,,
Minimum,3911,76.25,,
Minimum,3912,75.86,,
Minimum,3913,76.48,,
Minimum,3914,75.12,,
Minimum,3915,74.62,,
Minimum,3916,76.78,,
Minimum,3917,76.52,,
Minimum,3918,75.27,,
Minimum,3919,75.08,,
Minimum,3920,75.64,,
Minimum,3921,76.41,,
Minimum,3922,75.9,,
Minimum,3923,75.6,,
Minimum,3924,74.1,,
Minimum,3925,76.06,,
Minimum,3926,75.26,,
Minimum,3927,75.51,,
Minimum,3928,74.94,,
Minimum,3929,76.98,,
Minimum,3930,76.07,,
Minimum,3931,77.72,,
Minimum,3932,75.88,,
Minimum,3933,74.92,,
Minimum,3934,76.63,,
Minimum,3935,74.4,,
Minimum,3936,76.25,,
Minimum,3937,75.02,,
Minimum,3938,76.01,,
Minimum,3939,76.03,,
Minimum,3940,75.6,,
Minimum,3941,76.23,,
Minimum,3942,75.69,,
Minimum,3943,74.33,,
Minimum,3944,75.43,,
Minimum,3945,76.17,,
Minimum,3946,75.34,,
Minimum,3947,75.33,,
Minimum,3948,75.29,,
Minimum,3949,75.73,,
Minimum,3950,76.56,,
Minimum,3951,77.6,,
Minimum,3952,75.73,,
Minimum,3953,77.8,,
Minimum,3954,76.33,,
Minimum,3955,77.05,,
Minimum,3956,75.9,,
Minimum,3957,78.21,,
Minimum,3958,75.81,,
Minimum,3959,78.35,,
Minimum,3960,79.06,,
Minimum,3961,76.29,,
Minimum,3962,76.81,,
Minimum,3963,76.64,,
Minimum,3964,77.17,,
Minimum,3965,77.7,,
Minimum,3966,77.95,,
Minimum,3967,78.16,,
Minimum,3968,75.79,,
Minimum,3969,76.53,,
Minimum,3970,79.12,,
Minimum,3971,77.84,,
Minimum,3972,76.63,,
Minimum,3973,77.1,,
Minimum,3974,77.03,,
Minimum,3975,76.54,,
Minimum,3976,77.38,,
Minimum,3977,77.66,,
Minimum,3978,76.99,,
Minimum,3979,77.07,,
Minimum,3980,77.92,,
Minimum,3981,76.26,,
Minimum,3982,76.23,,
Minimum,3983,76.35,,
Minimum,3984,75.97,,
Minimum,3985,77.04,,
Minimum,3986,76.41,,
Minimum,3987,77.02,,
Minimum,3988,77.21,,
Minimum,3989,77.66,,
Minimum,3990,77.16,,
Minimum,3991,77.14,,
Minimum,3992,77.37,,
Minimum,3993,76.78,,
Minimum,3994,77.55,,
Minimum,3995,77.67,,
Minimum,3996,77.39,,
Minimum,3997,77.4,,
Minimum,3998,77.33,,
Minimum,3999,78.6,,
Minimum,4000,77.15,,
Minimum,4001,75.47,,
Minimum,4002,76.45,,
Minimum,4003,75.07,,
Minimum,4004,75.89,,
Minimum,4005,75.24,,
Minimum,4006,76.06,,
Minimum,4007,74.85,,
Minimum,4008,75.81,,
Minimum,4009,76.83,,
Minimum,4010,75.98,,
Minimum,4011,75.49,,
Minimum,4012,77.83,,
Minimum,4013,74.61,,
Minimum,4014,75.4,,
Minimum,4015,75.93,,
Minimum,4016,76.22,,
Minimum,4017,75.55,,
Minimum,4018,77.82,,
Minimum,4019,77.12,,
Minimum,4020,77.98,,
Minimum,4021,76.3,,
Minimum,4022,77.39,,
Minimum,4023,77.42,,
Minimum,4024,76.17,,
Minimum,4025,77.36,,
Minimum,4026,76.28,,
Minimum,4027,77.45,,
Minimum,4028,77.5,,
Minimum,4029,76.05,,
Minimum,4030,77.61,,
Minimum,4031,77.3,,
Minimum,4032,75.79,,
Minimum,4033,76.53,,
Minimum,4034,76.09,,
Minimum,4035,75.86,,
Minimum,4036,75.93,,
Minimum,4037,75.51,,
Minimum,4038,78.08,,
Minimum,4039,76.1,,
Minimum,4040,76.9,,
Minimum,4041,76.22,,
Minimum,4042,76.16,,
Minimum,4043,76.58,,
Minimum,4044,76.86,,
Minimum,4045,77.68,,
Minimum,4046,76.15,,
Minimum,4047,78.59,,
Minimum,4048,77.61,,
Minimum,4049,76.9,,
Minimum,4050,75.14,,
Minimum,4051,75.78,,
Minimum,4052,75.22,,
Minimum,4053,77.46,,
Minimum,4054,73.08,,
Minimum,4055,76.67,,
Minimum,4056,76.42,,
Minimum,4057,75.87,,
Minimum,4058,75.31,,
Minimum,4059,74.22,,
Minimum,4060,76.05,,
Minimum,4061,75.8,,
Minimum,4062,74.86,,
Minimum,4063,76.33,,
