S0; Consumed energy units: 124710; Consumed Joules: 7.61; Watts: 76.12; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122716; Consumed Joules: 7.49; Watts: 74.16; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123553; Consumed Joules: 7.54; Watts: 75.41; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122337; Consumed Joules: 7.47; Watts: 74.67; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122216; Consumed Joules: 7.46; Watts: 74.59; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123384; Consumed Joules: 7.53; Watts: 74.56; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122735; Consumed Joules: 7.49; Watts: 74.91; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122761; Consumed Joules: 7.49; Watts: 74.93; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121941; Consumed Joules: 7.44; Watts: 74.43; Thermal headroom below TjMax: 59
S0; Consumed energy units: 124233; Consumed Joules: 7.58; Watts: 75.08; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123386; Consumed Joules: 7.53; Watts: 74.56; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122405; Consumed Joules: 7.47; Watts: 74.71; Thermal headroom below TjMax: 59
S0; Consumed energy units: 131580; Consumed Joules: 8.03; Watts: 80.31; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121861; Consumed Joules: 7.44; Watts: 74.38; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121784; Consumed Joules: 7.43; Watts: 74.33; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123040; Consumed Joules: 7.51; Watts: 74.35; Thermal headroom below TjMax: 59
S0; Consumed energy units: 124451; Consumed Joules: 7.60; Watts: 75.21; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122132; Consumed Joules: 7.45; Watts: 74.54; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122784; Consumed Joules: 7.49; Watts: 74.94; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123125; Consumed Joules: 7.51; Watts: 75.15; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122250; Consumed Joules: 7.46; Watts: 74.62; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123037; Consumed Joules: 7.51; Watts: 74.35; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123120; Consumed Joules: 7.51; Watts: 75.15; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121792; Consumed Joules: 7.43; Watts: 74.34; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121902; Consumed Joules: 7.44; Watts: 74.40; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123671; Consumed Joules: 7.55; Watts: 74.74; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123864; Consumed Joules: 7.56; Watts: 75.60; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122449; Consumed Joules: 7.47; Watts: 74.74; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121172; Consumed Joules: 7.40; Watts: 73.96; Thermal headroom below TjMax: 58
S0; Consumed energy units: 124053; Consumed Joules: 7.57; Watts: 75.72; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122980; Consumed Joules: 7.51; Watts: 74.32; Thermal headroom below TjMax: 59
S0; Consumed energy units: 124275; Consumed Joules: 7.59; Watts: 75.85; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121716; Consumed Joules: 7.43; Watts: 74.29; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123146; Consumed Joules: 7.52; Watts: 75.16; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121890; Consumed Joules: 7.44; Watts: 74.40; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122810; Consumed Joules: 7.50; Watts: 74.22; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122201; Consumed Joules: 7.46; Watts: 74.59; Thermal headroom below TjMax: 58
S0; Consumed energy units: 124657; Consumed Joules: 7.61; Watts: 75.33; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122769; Consumed Joules: 7.49; Watts: 74.93; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121937; Consumed Joules: 7.44; Watts: 73.69; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123712; Consumed Joules: 7.55; Watts: 74.76; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123732; Consumed Joules: 7.55; Watts: 75.52; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121567; Consumed Joules: 7.42; Watts: 74.20; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123543; Consumed Joules: 7.54; Watts: 75.40; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122638; Consumed Joules: 7.49; Watts: 74.85; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122247; Consumed Joules: 7.46; Watts: 74.61; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122090; Consumed Joules: 7.45; Watts: 74.52; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121682; Consumed Joules: 7.43; Watts: 74.27; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122897; Consumed Joules: 7.50; Watts: 75.01; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122259; Consumed Joules: 7.46; Watts: 73.88; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123312; Consumed Joules: 7.53; Watts: 75.26; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123057; Consumed Joules: 7.51; Watts: 75.11; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121897; Consumed Joules: 7.44; Watts: 74.40; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123257; Consumed Joules: 7.52; Watts: 74.49; Thermal headroom below TjMax: 59
S0; Consumed energy units: 124115; Consumed Joules: 7.58; Watts: 75.75; Thermal headroom below TjMax: 59
S0; Consumed energy units: 120985; Consumed Joules: 7.38; Watts: 73.84; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122125; Consumed Joules: 7.45; Watts: 74.54; Thermal headroom below TjMax: 58
S0; Consumed energy units: 124055; Consumed Joules: 7.57; Watts: 74.97; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123206; Consumed Joules: 7.52; Watts: 75.20; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122344; Consumed Joules: 7.47; Watts: 74.67; Thermal headroom below TjMax: 58
S0; Consumed energy units: 132912; Consumed Joules: 8.11; Watts: 81.12; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123054; Consumed Joules: 7.51; Watts: 75.11; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122251; Consumed Joules: 7.46; Watts: 74.62; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122028; Consumed Joules: 7.45; Watts: 74.48; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122519; Consumed Joules: 7.48; Watts: 74.78; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123081; Consumed Joules: 7.51; Watts: 74.38; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122812; Consumed Joules: 7.50; Watts: 74.96; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122368; Consumed Joules: 7.47; Watts: 74.69; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121343; Consumed Joules: 7.41; Watts: 74.06; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123188; Consumed Joules: 7.52; Watts: 75.19; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122900; Consumed Joules: 7.50; Watts: 75.01; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121782; Consumed Joules: 7.43; Watts: 74.33; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122546; Consumed Joules: 7.48; Watts: 74.80; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123260; Consumed Joules: 7.52; Watts: 74.49; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122834; Consumed Joules: 7.50; Watts: 74.97; Thermal headroom below TjMax: 59
S0; Consumed energy units: 121395; Consumed Joules: 7.41; Watts: 74.09; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123353; Consumed Joules: 7.53; Watts: 75.29; Thermal headroom below TjMax: 58
S0; Consumed energy units: 122855; Consumed Joules: 7.50; Watts: 74.24; Thermal headroom below TjMax: 58
S0; Consumed energy units: 123042; Consumed Joules: 7.51; Watts: 75.10; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122474; Consumed Joules: 7.48; Watts: 74.75; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123231; Consumed Joules: 7.52; Watts: 75.21; Thermal headroom below TjMax: 59
S0; Consumed energy units: 122734; Consumed Joules: 7.49; Watts: 74.17; Thermal headroom below TjMax: 58
S0; Consumed energy units: 121917; Consumed Joules: 7.44; Watts: 74.41; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123174; Consumed Joules: 7.52; Watts: 75.18; Thermal headroom below TjMax: 59
S0; Consumed energy units: 123106; Consumed Joules: 7.51; Watts: 75.14; Thermal headroom below TjMax: 58
