legend,step,pwr
Minimum,1246,74.63
Minimum,1247,74.76
Minimum,1248,74.16
Minimum,1249,75.0
Minimum,1250,73.89
Minimum,1251,75.54
Minimum,1252,75.08
Minimum,1253,73.75
Minimum,1254,75.48
Minimum,1255,74.27
Minimum,1256,73.98
Minimum,1257,75.34
Minimum,1258,74.59
Minimum,1259,73.97
Minimum,1260,75.29
Minimum,1261,74.63
Minimum,1262,73.76
Minimum,1263,75.5
Minimum,1264,74.21
Minimum,1265,78.63
Minimum,1266,73.71
Minimum,1267,74.53
Minimum,1268,74.17
Minimum,1269,76.66
Minimum,1270,75.12
Minimum,1271,73.71
Minimum,1272,74.32
Minimum,1273,74.56
Minimum,1274,74.69
Minimum,1275,74.36
Minimum,1276,74.19
Minimum,1277,73.95
Minimum,1278,75.01
Minimum,1279,76.48
Minimum,1280,74.41
Minimum,1281,75.01
Minimum,1282,74.56
Minimum,1283,73.94
Minimum,1284,74.03
Minimum,1285,74.28
Minimum,1286,75.1
Minimum,1287,74.91
Minimum,1288,75.15
Minimum,1289,74.3
Minimum,1290,74.77
Minimum,1291,75.09
Minimum,1292,75.22
Minimum,1293,74.66
Minimum,1294,73.89
Minimum,1295,74.45
Minimum,1296,75.89
Minimum,1297,74.09
Minimum,1298,75.1
Minimum,1299,74.22
Minimum,1300,75.68
Minimum,1301,73.54
Minimum,1302,74.89
Minimum,1303,73.96
Minimum,1304,73.13
Minimum,1305,76.21
Minimum,1306,73.6
Minimum,1307,74.95
Minimum,1308,76.81
Minimum,1309,74.98
Minimum,1310,73.68
Minimum,1311,74.2
Minimum,1312,75.09
Minimum,1313,74.7
Minimum,1314,73.74
Minimum,1315,75.12
Minimum,1316,74.79
Minimum,1317,73.3
Minimum,1318,77.61
Minimum,1319,75.47
Minimum,1320,74.17
Minimum,1321,75.59
Minimum,1322,74.54
Minimum,1323,74.13
Minimum,1324,74.65
Minimum,1325,74.81
Minimum,1326,74.02
Minimum,1327,74.81
Minimum,1328,74.88
Minimum,1329,75.34
Minimum,1330,73.54
Minimum,1331,75.84
Minimum,1332,73.29
Minimum,1333,75.73
Minimum,1334,74.1
Minimum,1335,74.21
Minimum,1336,74.96
Minimum,1337,75.12
Minimum,1338,74.3
Minimum,1339,75.05
Minimum,1340,74.47
Minimum,1341,74.19
Minimum,1342,74.87
Minimum,1343,74.43
Minimum,1344,74.31
Minimum,1345,75.19
Minimum,1346,74.39
Minimum,1347,76.4
Minimum,1348,74.68
Minimum,1349,74.86
Minimum,1350,75.57
Minimum,1351,75.25
Minimum,1352,73.95
Minimum,1353,75.11
Minimum,1354,74.38
Minimum,1355,74.04
Minimum,1356,74.41
Minimum,1357,76.03
Minimum,1358,74.85
Minimum,1359,75.3
Minimum,1360,72.65
Minimum,1361,75.7
Minimum,1362,74.05
Minimum,1363,74.78
Minimum,1364,74.09
Minimum,1365,74.19
Minimum,1366,74.84
Minimum,1367,74.01
Minimum,1368,75.42
Minimum,1369,74.67
Minimum,1370,74.83
Minimum,1371,72.38
Minimum,1372,76.12
Minimum,1373,73.31
Minimum,1374,74.81
Minimum,1375,74.74
Minimum,1376,74.64
Minimum,1377,75.46
Minimum,1378,75.76
Minimum,1379,73.09
Minimum,1380,74.48
Minimum,1381,74.84
Minimum,1382,74.1
Minimum,1383,74.21
Minimum,1384,74.22
Minimum,1385,73.71
Minimum,1386,77.33
Minimum,1387,74.73
Minimum,1388,74.43
Minimum,1389,74.25
Minimum,1390,74.52
Minimum,1391,74.2
Minimum,1392,75.36
Minimum,1393,74.5
Minimum,1394,73.7
Minimum,1395,75.35
Minimum,1396,75.67
Minimum,1397,74.12
Minimum,1398,74.75
Minimum,1399,75.06
Minimum,1400,74.28
Minimum,1401,74.85
Minimum,1402,74.17
Minimum,1403,74.4
Minimum,1404,75.4
Minimum,1405,74.67
Minimum,1406,75.69
Minimum,1407,73.3
Minimum,1408,75.07
Minimum,1409,74.75
Minimum,1410,74.39
Minimum,1411,74.13
Minimum,1412,73.96
Minimum,1413,74.99
Minimum,1414,75.19
Minimum,1415,74.91
Minimum,1416,73.96
Minimum,1417,74.82
Minimum,1418,74.0
Minimum,1419,74.86
Minimum,1420,74.3
Minimum,1421,74.73
Minimum,1422,74.23
Minimum,1423,75.15
Minimum,1424,74.23
Minimum,1425,75.95
Minimum,1426,74.15
Minimum,1427,75.58
Minimum,1428,74.63
Minimum,1429,75.16
Minimum,1430,73.8
Minimum,1431,75.62
Minimum,1432,75.11
Minimum,1433,74.79
Minimum,1434,74.7
Minimum,1435,76.65
Minimum,1436,73.58
Minimum,1437,73.9
Minimum,1438,74.59
Minimum,1439,75.89
Minimum,1440,74.14
Minimum,1441,74.11
Minimum,1442,74.78
Minimum,1443,74.39
Minimum,1444,74.06
Minimum,1445,75.26
Minimum,1446,74.22
Minimum,1447,74.31
Minimum,1448,75.96
Minimum,1449,73.99
Minimum,1450,75.53
Minimum,1451,73.55
Minimum,1452,73.24
Minimum,1453,75.83
Minimum,1454,74.64
Minimum,1455,74.99
Minimum,1456,73.65
Minimum,1457,75.2
Minimum,1458,74.42
Minimum,1459,75.02
Minimum,1460,74.33
Minimum,1461,75.63
Minimum,1462,74.8
Minimum,1463,74.8
Minimum,1464,75.38
Minimum,1465,75.33
Minimum,1466,74.14
Minimum,1467,73.98
Minimum,1468,74.97
Minimum,1469,75.28
Minimum,1470,74.21
Minimum,1471,75.24
Minimum,1472,73.88
Minimum,1473,75.33
Minimum,1474,75.62
Minimum,1475,74.33
Minimum,1476,74.68
Minimum,1477,74.55
Minimum,1478,74.16
Minimum,1479,74.06
Minimum,1480,73.98
Minimum,1481,74.66
Minimum,1482,74.78
Minimum,1483,74.54
Minimum,1484,74.65
Minimum,1485,74.14
Minimum,1486,74.45
Minimum,1487,74.7
Minimum,1488,74.62
Minimum,1489,75.89
Minimum,1490,73.99
Minimum,1491,74.55
Minimum,1492,74.97
Minimum,1493,73.81
Minimum,1494,74.71
Minimum,1495,74.31
Minimum,1496,74.16
Minimum,1497,74.86
Minimum,1498,75.51
Minimum,1499,74.39
Minimum,1500,74.56
Minimum,1501,74.24
Minimum,1502,74.47
Minimum,1503,76.67
Minimum,1504,74.38
Minimum,1505,74.13
Minimum,1506,74.26
Minimum,1507,75.16
Minimum,1508,74.38
Minimum,1509,74.83
Minimum,1510,75.71
Minimum,1511,73.68
Minimum,1512,73.88
Minimum,1513,75.68
Minimum,1514,74.18
Minimum,1515,75.03
Minimum,1516,74.99
Minimum,1517,75.87
Minimum,1518,74.46
Minimum,1519,74.87
Minimum,1520,74.66
Minimum,1521,74.2
Minimum,1522,73.9
Minimum,1523,74.1
Minimum,1524,74.3
Minimum,1525,74.85
Minimum,1526,75.06
Minimum,1527,74.26
Minimum,1528,73.92
Minimum,1529,74.67
Minimum,1530,74.48
Minimum,1531,74.53
Minimum,1532,74.58
Minimum,1533,74.63
Minimum,1534,73.94
Minimum,1535,73.99
Minimum,1536,74.96
Minimum,1537,74.28
Minimum,1538,74.63
Minimum,1539,74.99
Minimum,1540,73.62
Minimum,1541,74.73
Minimum,1542,76.88
Minimum,1543,74.67
Minimum,1544,75.52
Minimum,1545,74.46
Minimum,1546,75.1
Minimum,1547,74.62
Minimum,1548,73.54
Minimum,1549,75.41
Minimum,1550,74.02
Minimum,1551,75.75
Minimum,1552,75.6
Minimum,1553,74.12
Minimum,1554,74.74
Minimum,1555,74.42
Minimum,1556,74.25
Minimum,1557,75.4
Minimum,1558,74.39
Minimum,1559,75.03
Minimum,1560,75.15
Minimum,1561,73.8
Minimum,1562,74.07
Minimum,1563,74.1
Minimum,1564,75.7
Minimum,1565,73.05
Minimum,1566,76.22
Minimum,1567,73.8
Minimum,1568,74.48
Minimum,1569,73.59
Minimum,1570,76.06
Minimum,1571,74.1
Minimum,1572,75.5
Minimum,1573,73.83
Minimum,1574,75.55
Minimum,1575,74.32
Minimum,1576,73.98
Minimum,1577,74.19
Minimum,1578,74.07
Minimum,1579,75.19
Minimum,1580,75.69
Minimum,1581,75.39
Minimum,1582,74.93
Minimum,1583,73.81
Minimum,1584,74.44
Minimum,1585,75.3
Minimum,1586,74.54
Minimum,1587,74.37
Minimum,1588,74.16
Minimum,1589,74.57
Minimum,1590,74.67
Minimum,1591,76.59
Minimum,1592,74.35
Minimum,1593,74.86
Minimum,1594,74.71
Minimum,1595,74.6
Minimum,1596,74.39
Minimum,1597,74.67
Minimum,1598,73.89
Minimum,1599,75.02
Minimum,1600,74.0
Minimum,1601,75.11
Minimum,1602,75.11
Minimum,1603,74.6
Minimum,1604,74.28
Minimum,1605,74.44
Minimum,1606,74.27
Minimum,1607,75.13
Minimum,1608,74.06
Minimum,1609,74.84
Minimum,1610,75.05
Minimum,1611,74.38
Minimum,1612,73.88
Minimum,1613,74.99
Minimum,1614,74.2
Minimum,1615,74.68
Minimum,1616,74.25
Minimum,1617,75.08
Minimum,1618,74.35
Minimum,1619,74.12
Minimum,1620,77.31
Minimum,1621,73.8
Minimum,1622,74.24
Minimum,1623,74.96
Minimum,1624,74.06
Minimum,1625,75.83
Minimum,1626,73.75
Minimum,1627,75.64
Minimum,1628,74.26
Minimum,1629,75.8
Minimum,1630,74.89
Minimum,1631,75.68
Minimum,1632,73.96
Minimum,1633,73.56
Minimum,1634,75.05
Minimum,1635,75.35
Minimum,1636,74.01
Minimum,1637,74.4
Minimum,1638,74.25
Minimum,1639,74.74
Minimum,1640,74.79
Minimum,1641,73.88
Minimum,1642,74.87
Minimum,1643,74.9
Minimum,1644,74.07
Minimum,1645,74.63
Minimum,1646,72.88
Minimum,1647,75.6
Minimum,1648,74.5
Minimum,1649,74.59
Minimum,1650,74.6
Minimum,1651,73.87
Minimum,1652,73.87
Minimum,1653,75.44
Minimum,1654,73.91
Minimum,1655,75.18
Minimum,1656,74.67
Minimum,1657,74.72
Minimum,1658,73.92
Minimum,1659,78.14
Minimum,1660,75.15
Minimum,1661,73.9
Minimum,1662,73.98
Minimum,1663,75.27
Minimum,1664,74.67
Minimum,1665,74.66
Minimum,1666,73.77
Minimum,1667,75.19
Minimum,1668,73.8
Minimum,1669,76.14
Minimum,1670,74.6
Minimum,1671,74.62
Minimum,1672,74.61
Minimum,1673,75.54
Minimum,1674,73.13
Minimum,1675,75.3
Minimum,1676,74.05
Minimum,1677,74.23
Minimum,1678,76.08
Minimum,1679,74.68
Minimum,1680,74.21
Minimum,1681,73.79
Minimum,1682,73.75
Minimum,1683,76.24
Minimum,1684,74.53
Minimum,1685,74.46
Minimum,1686,74.56
Minimum,1687,74.64
Minimum,1688,74.2
Minimum,1689,75.1
Minimum,1690,77.96
Minimum,1691,73.87
Minimum,1692,74.39
Minimum,1693,74.31
Minimum,1694,74.81
Minimum,1695,73.82
Minimum,1696,73.98
Minimum,1697,75.7
Minimum,1698,75.32
Minimum,1699,75.47
Minimum,1700,74.29
Minimum,1701,74.38
Minimum,1702,74.0
Minimum,1703,75.06
Minimum,1704,74.85
Minimum,1705,74.35
Minimum,1706,73.82
Minimum,1707,75.1
Minimum,1708,75.84
Minimum,1709,74.22
Minimum,1710,74.86
Minimum,1711,74.99
Minimum,1712,73.81
Minimum,1713,75.51
Minimum,1714,73.6
Minimum,1715,74.87
Minimum,1716,74.95
Minimum,1717,74.06
Minimum,1718,75.17
Minimum,1719,74.14
Minimum,1720,73.9
Minimum,1721,75.21
Minimum,1722,74.02
Minimum,1723,74.75
Minimum,1724,73.77
Minimum,1725,75.26
Minimum,1726,74.71
Minimum,1727,74.06
Minimum,1728,75.14
Minimum,1729,74.22
Minimum,1730,74.06
Minimum,1731,74.92
Minimum,1732,74.1
Minimum,1733,75.35
Minimum,1734,73.69
Minimum,1735,74.63
Minimum,1736,74.01
Minimum,1737,76.81
Minimum,1738,74.32
Minimum,1739,74.24
Minimum,1740,75.85
Minimum,1741,75.78
Minimum,1742,73.37
Minimum,1743,74.96
Minimum,1744,74.0
Minimum,1745,74.64
Minimum,1746,74.44
Minimum,1747,75.16
Minimum,1748,74.82
Minimum,1749,74.0
Minimum,1750,74.91
Minimum,1751,74.35
Minimum,1752,75.19
Minimum,1753,74.48
Minimum,1754,74.32
Minimum,1755,73.73
Minimum,1756,74.59
Minimum,1757,75.12
Minimum,1758,75.12
Minimum,1759,74.14
Minimum,1760,74.82
Minimum,1761,73.83
Minimum,1762,74.59
Minimum,1763,74.91
Minimum,1764,74.41
Minimum,1765,74.26
Minimum,1766,74.23
Minimum,1767,74.67
Minimum,1768,76.2
Minimum,1769,75.16
Minimum,1770,73.82
Minimum,1771,73.71
Minimum,1772,75.58
Minimum,1773,74.03
Minimum,1774,74.59
Minimum,1775,73.94
Minimum,1776,78.01
Minimum,1777,73.95
Minimum,1778,74.76
Minimum,1779,73.27
Minimum,1780,75.52
Minimum,1781,74.93
Minimum,1782,73.75
Minimum,1783,74.1
Minimum,1784,74.69
Minimum,1785,73.6
Minimum,1786,77.01
Minimum,1787,73.84
Minimum,1788,74.84
Minimum,1789,74.18
Minimum,1790,74.59
Minimum,1791,74.74
Minimum,1792,75.03
Minimum,1793,74.9
Minimum,1794,73.32
Minimum,1795,74.83
Minimum,1796,75.53
Minimum,1797,74.71
Minimum,1798,74.4
Minimum,1799,74.36
Minimum,1800,75.38
Minimum,1801,74.24
Minimum,1802,74.4
Minimum,1803,73.46
Minimum,1804,75.43
Minimum,1805,74.06
Minimum,1806,74.47
Minimum,1807,74.59
Minimum,1808,73.81
Minimum,1809,75.75
Minimum,1810,74.35
Minimum,1811,74.19
Minimum,1812,73.05
Minimum,1813,75.67
Minimum,1814,74.38
Minimum,1815,76.4
Minimum,1816,74.89
Minimum,1817,73.58
Minimum,1818,75.26
Minimum,1819,74.66
Minimum,1820,75.02
Minimum,1821,74.69
Minimum,1822,74.19
Minimum,1823,74.84
Minimum,1824,74.54
Minimum,1825,77.36
Minimum,1826,75.21
Minimum,1827,73.51
Minimum,1828,74.12
Minimum,1829,74.91
Minimum,1830,75.45
Minimum,1831,73.06
Minimum,1832,74.57
Minimum,1833,74.15
Minimum,1834,75.7
Minimum,1835,74.62
Minimum,1836,73.92
Minimum,1837,74.82
Minimum,1838,74.88
Minimum,1839,73.07
Minimum,1840,75.9
Minimum,1841,73.99
Minimum,1842,74.56
Minimum,1843,74.74
Minimum,1844,74.33
Minimum,1845,75.19
Minimum,1846,74.01
Minimum,1847,75.91
Minimum,1848,74.31
Minimum,1849,74.34
Minimum,1850,74.19
Minimum,1851,75.21
Minimum,1852,75.64
Minimum,1853,74.26
Minimum,1854,77.17
Minimum,1855,73.62
Minimum,1856,74.88
Minimum,1857,74.06
Minimum,1858,74.61
Minimum,1859,75.16
Minimum,1860,74.23
Minimum,1861,74.89
Minimum,1862,74.4
Minimum,1863,74.47
Minimum,1864,76.38
Minimum,1865,74.17
Minimum,1866,75.1
Minimum,1867,74.63
Minimum,1868,74.19
Minimum,1869,75.09
Minimum,1870,75.07
Minimum,1871,73.66
Minimum,1872,74.93
Minimum,1873,74.71
Minimum,1874,75.18
Minimum,1875,74.28
Minimum,1876,73.75
Minimum,1877,74.75
Minimum,1878,74.89
Minimum,1879,75.86
Minimum,1880,74.56
Minimum,1881,75.27
Minimum,1882,74.72
Minimum,1883,75.34
Minimum,1884,74.22
Minimum,1885,74.98
Minimum,1886,74.53
Minimum,1887,74.75
Minimum,1888,74.24
Minimum,1889,74.16
Minimum,1890,74.29
Minimum,1891,75.88
Minimum,1892,74.24
Minimum,1893,76.36
Minimum,1894,74.96
Minimum,1895,75.37
Minimum,1896,74.14
Minimum,1897,74.87
Minimum,1898,76.13
Minimum,1899,74.31
Minimum,1900,73.89
Minimum,1901,75.18
Minimum,1902,74.32
Minimum,1903,74.86
Minimum,1904,75.39
Minimum,1905,73.73
Minimum,1906,75.63
Minimum,1907,74.34
Minimum,1908,75.12
Minimum,1909,75.06
Minimum,1910,74.36
Minimum,1911,74.57
Minimum,1912,74.77
Minimum,1913,75.32
Minimum,1914,73.58
Minimum,1915,75.27
Minimum,1916,73.63
Minimum,1917,74.61
Minimum,1918,74.35
Minimum,1919,74.58
Minimum,1920,74.89
Minimum,1921,74.18
Minimum,1922,74.65
Minimum,1923,74.41
Minimum,1924,74.4
Minimum,1925,74.45
Minimum,1926,74.65
Minimum,1927,74.18
Minimum,1928,74.8
Minimum,1929,74.25
Minimum,1930,74.66
Minimum,1931,73.86
Minimum,1932,76.37
Minimum,1933,74.82
Minimum,1934,74.19
Minimum,1935,75.21
Minimum,1936,74.59
Minimum,1937,75.4
Minimum,1938,74.0
Minimum,1939,75.72
Minimum,1940,73.53
Minimum,1941,75.9
Minimum,1942,74.23
Minimum,1943,73.82
Minimum,1944,74.99
Minimum,1945,75.22
Minimum,1946,74.89
Minimum,1947,73.73
Minimum,1948,74.36
Minimum,1949,75.25
Minimum,1950,74.58
Minimum,1951,74.49
Minimum,1952,74.39
Minimum,1953,75.13
Minimum,1954,74.85
Minimum,1955,74.91
Minimum,1956,74.17
Minimum,1957,74.86
Minimum,1958,74.46
Minimum,1959,74.65
Minimum,1960,74.61
Minimum,1961,75.12
Minimum,1962,74.06
Minimum,1963,74.13
Minimum,1964,75.03
Minimum,1965,74.11
Minimum,1966,76.21
Minimum,1967,74.37
Minimum,1968,75.43
Minimum,1969,73.67
Minimum,1970,75.06
Minimum,1971,76.07
Minimum,1972,74.88
Minimum,1973,74.0
Minimum,1974,74.72
Minimum,1975,74.78
Minimum,1976,74.61
Minimum,1977,73.9
Minimum,1978,74.99
Minimum,1979,74.43
Minimum,1980,74.79
Minimum,1981,78.13
Minimum,1982,73.96
Minimum,1983,74.53
Minimum,1984,74.34
Minimum,1985,74.83
Minimum,1986,74.07
Minimum,1987,74.67
Minimum,1988,73.67
Minimum,1989,75.09
Minimum,1990,75.04
Minimum,1991,74.82
Minimum,1992,74.43
Minimum,1993,75.74
Minimum,1994,74.46
Minimum,1995,75.06
Minimum,1996,73.52
Minimum,1997,75.05
Minimum,1998,75.22
Minimum,1999,74.29
