seed,legend,step,snr,action_mcs,action_prb,mcs,prb,pwr,tbs,cum_regret,avg_regret
42,VITS - eta: 10,511,0.63461536,15.0,85.0,15.0,10.0,0.49066165,0.11226667,24015.617,6.4087644
42,VITS - eta: 10,512,0.6442308,24.0,105.0,16.0,72.0,0.360675,0.8536,24020.408,4.791887
42,VITS - eta: 10,513,0.61538464,28.0,50.0,16.0,49.0,0.38399258,0.5808,24027.518,7.1100154
42,VITS - eta: 10,514,0.63461536,22.0,60.0,17.0,50.0,0.45240003,0.5976,24033.475,5.9560947
42,VITS - eta: 10,515,0.6442308,23.0,90.0,17.0,90.0,0.55538183,1.0584,24040.852,7.376115
42,VITS - eta: 10,516,0.61538464,14.0,100.0,14.0,100.0,0.20198749,0.99013335,24050.777,9.925956
42,VITS - eta: 10,517,0.63461536,18.0,70.0,14.0,70.0,0.44436523,0.7,24056.861,6.0837173
42,VITS - eta: 10,518,0.61538464,12.0,95.0,12.0,95.0,0.28614667,0.7344,24063.72,6.860065
42,VITS - eta: 10,519,0.6442308,10.0,85.0,10.0,85.0,0.45554566,0.5208,24070.74,7.0191045
42,VITS - eta: 10,520,0.625,15.0,60.0,10.0,59.0,0.330924,0.35866666,24078.705,7.9648476
42,VITS - eta: 10,521,0.63461536,21.0,80.0,10.0,79.0,0.432675,0.47813332,24093.676,14.970155
42,VITS - eta: 10,522,0.63461536,17.0,85.0,11.0,84.0,0.4403684,0.5632,24128.912,35.23695
42,VITS - eta: 10,523,0.6442308,14.0,95.0,11.0,94.0,0.4658375,0.632,24147.332,18.420517
42,VITS - eta: 10,524,0.63461536,28.0,95.0,12.0,94.0,0.50975555,0.7344,24158.973,11.640989
42,VITS - eta: 10,525,0.6442308,18.0,100.0,12.0,100.0,0.5375091,0.7856,24164.346,5.373799
42,VITS - eta: 10,526,0.6442308,16.0,105.0,13.0,50.0,0.50740385,0.43546668,24171.309,6.962732
42,VITS - eta: 10,527,0.63461536,13.0,80.0,13.0,71.0,0.46502632,0.632,24176.666,5.35715
42,VITS - eta: 10,528,0.625,14.0,105.0,13.0,94.0,0.38812158,0.8192,24182.37,5.70356
42,VITS - eta: 10,529,0.63461536,23.0,80.0,14.0,80.0,0.5301861,0.40986666,24190.574,8.204633
42,VITS - eta: 10,530,0.6442308,9.0,90.0,9.0,90.0,0.43998095,0.5464,24196.965,6.389688
42,VITS - eta: 10,531,0.6442308,12.0,80.0,10.0,79.0,0.43295318,0.47813332,24202.354,5.3880167
42,VITS - eta: 10,532,0.6442308,16.0,85.0,10.0,85.0,0.45554566,0.5208,24211.842,9.48781
42,VITS - eta: 10,533,0.6442308,17.0,80.0,11.0,79.0,0.432675,0.53786665,24219.682,7.838962
42,VITS - eta: 10,534,0.63461536,12.0,105.0,11.0,105.0,0.50975555,0.7168,24228.0,8.317851
42,VITS - eta: 10,535,0.63461536,28.0,75.0,11.0,75.0,0.43245918,0.5122667,24238.414,10.413775
42,VITS - eta: 10,536,0.65384614,9.0,100.0,9.0,52.0,0.39830002,0.316,24244.262,5.846838
42,VITS - eta: 10,537,0.63461536,28.0,65.0,9.0,64.0,0.2234,0.3928,24249.746,5.4836597
42,VITS - eta: 10,538,0.6442308,9.0,105.0,9.0,104.0,0.3721375,0.632,24263.818,14.071437
42,VITS - eta: 10,539,0.63461536,28.0,60.0,9.0,59.0,0.28853637,0.35866666,24275.564,11.746284
42,VITS - eta: 10,540,0.625,27.0,50.0,10.0,50.0,0.255325,0.30746666,24291.195,15.629908
42,VITS - eta: 10,541,0.63461536,15.0,60.0,10.0,60.0,0.330924,0.3672,24322.164,30.968111
42,VITS - eta: 10,542,0.61538464,16.0,55.0,10.0,55.0,0.3297531,0.33306667,24420.889,98.72474
42,VITS - eta: 10,543,0.63461536,21.0,95.0,11.0,95.0,0.47529998,0.6488,24525.512,104.623825
42,VITS - eta: 10,544,0.625,17.0,55.0,11.0,55.0,0.36454165,0.37573335,24625.816,100.303825
42,VITS - eta: 10,545,0.63461536,11.0,55.0,11.0,55.0,0.36454165,0.37573335,24723.309,97.49201
42,VITS - eta: 10,546,0.625,25.0,50.0,11.0,50.0,0.32885715,0.3416,24825.67,102.361534
42,VITS - eta: 10,547,0.6442308,12.0,100.0,11.0,100.0,0.4746684,0.6832,24928.102,102.430916
42,VITS - eta: 10,548,0.625,9.0,65.0,9.0,65.0,0.3422476,0.3928,25031.357,103.25622
42,VITS - eta: 10,549,0.6442308,17.0,85.0,9.0,85.0,0.27789167,0.5208,25130.271,98.91338
42,VITS - eta: 10,550,0.63461536,10.0,60.0,10.0,60.0,0.330924,0.3672,25227.027,96.756195
42,VITS - eta: 10,551,0.63461536,20.0,60.0,10.0,60.0,0.330924,0.3672,25326.51,99.481575
42,VITS - eta: 10,552,0.63461536,25.0,80.0,11.0,80.0,0.45554566,0.5464,25431.553,105.04223
42,VITS - eta: 10,553,0.65384614,13.0,85.0,11.0,85.0,0.4403684,0.5808,25533.576,102.02371
42,VITS - eta: 10,554,0.63461536,12.0,85.0,11.0,85.0,0.4403684,0.5808,25628.037,94.46083
42,VITS - eta: 10,555,0.6442308,17.0,105.0,12.0,105.0,0.53664446,0.8192,25724.547,96.51071
42,VITS - eta: 10,556,0.6442308,16.0,90.0,12.0,90.0,0.47401112,0.7,25816.037,91.48958
42,VITS - eta: 10,557,0.63461536,9.0,55.0,9.0,55.0,0.31411818,0.33306667,25913.21,97.17409
42,VITS - eta: 10,558,0.6442308,16.0,100.0,9.0,100.0,0.39830002,0.6144,26023.158,109.94819
42,VITS - eta: 10,559,0.625,19.0,55.0,10.0,55.0,0.3297531,0.33306667,26125.402,102.24358
42,VITS - eta: 10,560,0.625,26.0,90.0,10.0,90.0,0.45554566,0.5464,26218.148,92.74691
42,VITS - eta: 10,561,0.6442308,12.0,95.0,10.0,95.0,0.4403684,0.5808,26316.938,98.78903
42,VITS - eta: 10,562,0.63461536,17.0,65.0,11.0,65.0,0.39382905,0.444,26413.893,96.9542
42,VITS - eta: 10,563,0.63461536,14.0,95.0,11.0,95.0,0.47529998,0.6488,26513.637,99.74438
42,VITS - eta: 10,564,0.6442308,9.0,100.0,9.0,100.0,0.39830002,0.6144,26610.475,96.83757
42,VITS - eta: 10,565,0.63461536,9.0,95.0,9.0,95.0,0.3125,0.5808,26708.25,97.77501
42,VITS - eta: 10,566,0.63461536,21.0,100.0,10.0,99.0,0.44009998,0.5976,26806.201,97.951195
42,VITS - eta: 10,567,0.625,12.0,50.0,10.0,50.0,0.30531818,0.30746666,26845.695,39.49498
42,VITS - eta: 10,568,0.625,13.0,55.0,10.0,55.0,0.3297531,0.33306667,26962.018,116.32176
42,VITS - eta: 10,569,0.63461536,28.0,75.0,11.0,75.0,0.43245918,0.5122667,27060.734,98.717026
42,VITS - eta: 10,570,0.63461536,12.0,70.0,11.0,70.0,0.42886874,0.47813332,27162.023,101.28967
42,VITS - eta: 10,571,0.6442308,18.0,105.0,12.0,105.0,0.53664446,0.8192,27262.46,100.43676
42,VITS - eta: 10,572,0.625,14.0,50.0,12.0,50.0,0.36015862,0.3928,27352.195,89.734375
42,VITS - eta: 10,573,0.6442308,23.0,90.0,13.0,90.0,0.53296,0.7856,27448.564,96.36854
42,VITS - eta: 10,574,0.625,19.0,65.0,13.0,65.0,0.425316,0.5632,27544.564,95.99978
42,VITS - eta: 10,575,0.625,18.0,50.0,13.0,50.0,0.38812158,0.43546668,27589.22,44.655914
42,VITS - eta: 10,576,0.63461536,26.0,75.0,14.0,74.0,0.49677253,0.7344,27633.617,44.396435
42,VITS - eta: 10,577,0.625,26.0,70.0,14.0,70.0,0.4603375,0.7,27657.848,24.230238
42,VITS - eta: 10,578,0.625,26.0,55.0,15.0,55.0,0.4212625,0.6144,27666.611,8.764385
42,VITS - eta: 10,579,0.6442308,9.0,85.0,9.0,85.0,0.27789167,0.5208,27672.457,5.8452144
42,VITS - eta: 10,580,0.63461536,14.0,60.0,10.0,59.0,0.28853637,0.35866666,27680.361,7.903695
42,VITS - eta: 10,581,0.63461536,20.0,90.0,10.0,89.0,0.45554566,0.5464,27694.709,14.348114
42,VITS - eta: 10,582,0.63461536,22.0,60.0,10.0,59.0,0.330924,0.35866666,27712.781,18.071466
42,VITS - eta: 10,583,0.63461536,10.0,65.0,10.0,65.0,0.36709332,0.3928,27741.0,28.219505
42,VITS - eta: 10,584,0.6442308,14.0,105.0,10.0,104.0,0.47393027,0.632,27785.883,44.882507
42,VITS - eta: 10,585,0.6442308,20.0,75.0,11.0,74.0,0.43245918,0.50373334,27824.389,38.50637
42,VITS - eta: 10,586,0.63461536,14.0,85.0,11.0,84.0,0.4403684,0.5632,27864.95,40.56106
42,VITS - eta: 10,587,0.63461536,21.0,80.0,12.0,79.0,0.45548588,0.6144,27908.389,43.440308
42,VITS - eta: 10,588,0.6442308,22.0,90.0,12.0,89.0,0.47432,0.7,27934.52,26.130592
42,VITS - eta: 10,589,0.63461536,22.0,65.0,12.0,64.0,0.4294143,0.4952,27954.074,19.555588
42,VITS - eta: 10,590,0.63461536,10.0,70.0,10.0,69.0,0.36642855,0.4184,27961.229,7.1550565
42,VITS - eta: 10,591,0.625,27.0,65.0,10.0,64.0,0.36642855,0.3928,27973.838,12.609368
42,VITS - eta: 10,592,0.6442308,26.0,95.0,11.0,94.0,0.4658375,0.632,28004.816,30.977886
42,VITS - eta: 10,593,0.63461536,14.0,75.0,11.0,74.0,0.43245918,0.50373334,28032.059,27.242989
42,VITS - eta: 10,594,0.63461536,19.0,70.0,11.0,69.0,0.42886874,0.4696,28049.13,17.072617
42,VITS - eta: 10,595,0.6442308,28.0,105.0,12.0,105.0,0.53664446,0.8192,28065.77,16.63919
42,VITS - eta: 10,596,0.6442308,10.0,95.0,10.0,41.0,0.4403684,0.25173333,28070.105,4.3363028
42,VITS - eta: 10,597,0.625,21.0,65.0,11.0,64.0,0.3927375,0.43546668,28073.69,3.5833359
42,VITS - eta: 10,598,0.6442308,20.0,100.0,11.0,92.0,0.4658375,0.632,28084.807,11.1175
42,VITS - eta: 10,599,0.63461536,29.0,80.0,12.0,72.0,0.45547304,0.5632,28092.318,7.5124154
42,VITS - eta: 10,600,0.63461536,16.0,75.0,12.0,75.0,0.42783043,0.5808,28097.164,4.845298
42,VITS - eta: 10,601,0.63461536,20.0,65.0,12.0,65.0,0.4294143,0.50373334,28102.51,5.344923
42,VITS - eta: 10,602,0.63461536,18.0,75.0,13.0,75.0,0.425316,0.6656,28107.049,4.538892
42,VITS - eta: 10,603,0.63461536,19.0,90.0,13.0,89.0,0.53296,0.7856,28112.31,5.2621584
42,VITS - eta: 10,604,0.625,12.0,75.0,12.0,75.0,0.42783043,0.5808,28116.758,4.4481063
42,VITS - eta: 10,605,0.625,10.0,50.0,10.0,49.0,0.29637858,0.29893333,28123.443,6.685572
42,VITS - eta: 10,606,0.6442308,25.0,100.0,11.0,99.0,0.44009998,0.6656,28141.502,18.05813
42,VITS - eta: 10,607,0.65384614,12.0,105.0,11.0,92.0,0.50975555,0.632,28164.691,23.190044
42,VITS - eta: 10,608,0.63461536,24.0,85.0,11.0,85.0,0.4403684,0.5808,28172.186,7.4948673
42,VITS - eta: 10,609,0.625,9.0,75.0,9.0,74.0,0.37888232,0.45253333,28177.375,5.1886754
42,VITS - eta: 10,610,0.6442308,21.0,85.0,9.0,84.0,0.41636428,0.5122667,28184.979,7.603339
42,VITS - eta: 10,611,0.63461536,26.0,60.0,10.0,59.0,0.330924,0.35866666,28196.457,11.477805
42,VITS - eta: 10,612,0.63461536,29.0,90.0,10.0,89.0,0.45554566,0.5464,28213.307,16.848722
42,VITS - eta: 10,613,0.63461536,20.0,70.0,11.0,69.0,0.36642855,0.4696,28239.723,26.415648
42,VITS - eta: 10,614,0.63461536,9.0,105.0,9.0,104.0,0.3721375,0.632,28265.93,26.207922
42,VITS - eta: 10,615,0.625,17.0,60.0,9.0,59.0,0.28853637,0.35866666,28290.104,24.172932
42,VITS - eta: 10,616,0.63461536,9.0,90.0,9.0,89.0,0.43998095,0.5464,28320.281,30.178312
42,VITS - eta: 10,617,0.65384614,25.0,105.0,9.0,104.0,0.3721375,0.632,28347.826,27.545483
42,VITS - eta: 10,618,0.63461536,28.0,55.0,10.0,54.0,0.32882273,0.33306667,28370.584,22.75814
42,VITS - eta: 10,619,0.625,9.0,50.0,9.0,50.0,0.255325,0.30746666,28396.611,26.02819
42,VITS - eta: 10,620,0.6442308,23.0,95.0,10.0,95.0,0.3125,0.5808,28508.34,111.72885
42,VITS - eta: 10,621,0.63461536,17.0,80.0,10.0,80.0,0.43295318,0.48666668,28602.44,94.09997
42,VITS - eta: 10,622,0.625,20.0,90.0,10.0,90.0,0.45554566,0.5464,28699.41,96.97092
42,VITS - eta: 10,623,0.6442308,12.0,105.0,11.0,104.0,0.47414544,0.7,28795.432,96.02234
42,VITS - eta: 10,624,0.63461536,13.0,80.0,11.0,79.0,0.45548588,0.53786665,28832.46,37.028927
42,VITS - eta: 10,625,0.63461536,18.0,80.0,12.0,79.0,0.4355857,0.6144,28857.945,25.484682
42,VITS - eta: 10,626,0.6442308,27.0,105.0,12.0,105.0,0.53664446,0.8192,28882.758,24.812336
42,VITS - eta: 10,627,0.625,11.0,50.0,11.0,49.0,0.32882273,0.33306667,28886.785,4.0282993
42,VITS - eta: 10,628,0.63461536,29.0,100.0,11.0,99.0,0.47500667,0.6656,28897.857,11.072461
42,VITS - eta: 10,629,0.625,21.0,70.0,11.0,69.0,0.42886874,0.4696,28904.799,6.9412203
42,VITS - eta: 10,630,0.625,29.0,65.0,12.0,64.0,0.4294143,0.4952,28910.111,5.3116045
42,VITS - eta: 10,631,0.63461536,24.0,100.0,12.0,94.0,0.5375091,0.7344,28920.752,10.64028
42,VITS - eta: 10,632,0.6442308,23.0,105.0,13.0,93.0,0.5344857,0.8192,28924.771,4.020454
42,VITS - eta: 10,633,0.625,29.0,60.0,13.0,59.0,0.45483026,0.5208,28928.646,3.8748863
42,VITS - eta: 10,634,0.63461536,9.0,70.0,9.0,69.0,0.35246363,0.4184,28933.94,5.292731
42,VITS - eta: 10,635,0.63461536,21.0,60.0,9.0,59.0,0.28853637,0.35866666,28943.123,9.182911
42,VITS - eta: 10,636,0.6442308,19.0,75.0,9.0,74.0,0.37888232,0.45253333,28972.102,28.977978
42,VITS - eta: 10,637,0.63461536,25.0,75.0,10.0,74.0,0.39827275,0.45253333,29013.06,40.959118
42,VITS - eta: 10,638,0.6442308,13.0,100.0,10.0,99.0,0.44009998,0.5976,29050.613,37.552917
42,VITS - eta: 10,639,0.6442308,14.0,100.0,11.0,99.0,0.47500667,0.6656,29087.506,36.89219
42,VITS - eta: 10,640,0.63461536,27.0,55.0,11.0,54.0,0.32934666,0.3672,29111.945,24.440382
42,VITS - eta: 10,641,0.63461536,12.0,65.0,11.0,65.0,0.39382905,0.444,29142.69,30.744675
42,VITS - eta: 10,642,0.63461536,15.0,55.0,12.0,55.0,0.39027333,0.42693335,29181.014,38.323273
42,VITS - eta: 10,643,0.625,23.0,65.0,12.0,65.0,0.4294143,0.50373334,29270.363,89.349236
42,VITS - eta: 10,644,0.6442308,9.0,90.0,9.0,90.0,0.43998095,0.5464,29371.424,101.05977
42,VITS - eta: 10,645,0.63461536,14.0,75.0,9.0,75.0,0.37888232,0.46106666,29456.438,85.01317
42,VITS - eta: 10,646,0.63461536,28.0,60.0,10.0,60.0,0.28853637,0.3672,29551.07,94.63244
42,VITS - eta: 10,647,0.63461536,14.0,85.0,10.0,85.0,0.45554566,0.5208,29638.213,87.142845
42,VITS - eta: 10,648,0.63461536,18.0,65.0,10.0,65.0,0.36709332,0.3928,29730.033,91.82125
42,VITS - eta: 10,649,0.6442308,26.0,100.0,11.0,100.0,0.4746684,0.6832,29825.516,95.48244
42,VITS - eta: 10,650,0.63461536,25.0,100.0,11.0,100.0,0.4746684,0.6832,29912.998,87.482544
42,VITS - eta: 10,651,0.63461536,27.0,50.0,12.0,50.0,0.36015862,0.3928,29995.67,82.672165
42,VITS - eta: 10,652,0.625,15.0,60.0,12.0,60.0,0.42578182,0.4696,30082.469,86.79966
42,VITS - eta: 10,653,0.63461536,29.0,60.0,13.0,60.0,0.42578182,0.52933335,30169.14,86.67165
42,VITS - eta: 10,654,0.6442308,25.0,105.0,13.0,104.0,0.4679906,0.92186666,30271.637,102.496574
42,VITS - eta: 10,655,0.63461536,10.0,75.0,10.0,74.0,0.39827275,0.45253333,30302.898,31.26239
42,VITS - eta: 10,656,0.6442308,28.0,95.0,10.0,94.0,0.4403684,0.5808,30328.129,25.230999
42,VITS - eta: 10,657,0.6442308,15.0,85.0,10.0,84.0,0.43295318,0.5122667,30352.281,24.151575
42,VITS - eta: 10,658,0.63461536,10.0,85.0,10.0,84.0,0.43295318,0.5122667,30376.701,24.420258
42,VITS - eta: 10,659,0.6442308,23.0,85.0,10.0,84.0,0.43295318,0.5122667,30401.234,24.53317
42,VITS - eta: 10,660,0.625,22.0,55.0,11.0,55.0,0.32882273,0.37573335,30426.889,25.65505
42,VITS - eta: 10,661,0.63461536,26.0,65.0,11.0,65.0,0.39382905,0.444,30469.338,42.449825
42,VITS - eta: 10,662,0.625,18.0,60.0,11.0,60.0,0.36580834,0.40986666,30509.535,40.198105
42,VITS - eta: 10,663,0.6442308,15.0,85.0,12.0,85.0,0.46817097,0.6656,30592.305,82.76924
42,VITS - eta: 10,664,0.625,26.0,65.0,12.0,65.0,0.4294143,0.50373334,30681.57,89.26644
42,VITS - eta: 10,665,0.625,15.0,70.0,13.0,69.0,0.42843384,0.6144,30726.213,44.64338
42,VITS - eta: 10,666,0.63461536,11.0,65.0,11.0,65.0,0.39382905,0.444,30762.37,36.155796
42,VITS - eta: 10,667,0.63461536,19.0,70.0,12.0,70.0,0.42886874,0.5464,30798.568,36.199013
42,VITS - eta: 10,668,0.65384614,26.0,95.0,12.0,94.0,0.50975555,0.7344,30839.92,41.352463
42,VITS - eta: 10,669,0.63461536,11.0,75.0,11.0,74.0,0.43245918,0.50373334,30859.96,20.041904
42,VITS - eta: 10,670,0.63461536,10.0,90.0,10.0,89.0,0.45554566,0.5464,30875.488,15.526894
42,VITS - eta: 10,671,0.6442308,9.0,75.0,9.0,74.0,0.37888232,0.45253333,30887.738,12.250681
42,VITS - eta: 10,672,0.625,17.0,75.0,10.0,74.0,0.39827275,0.45253333,30901.879,14.141256
42,VITS - eta: 10,673,0.625,10.0,65.0,10.0,65.0,0.36709332,0.3928,30926.56,24.681915
42,VITS - eta: 10,674,0.63461536,29.0,70.0,10.0,70.0,0.3943,0.42693335,30964.955,38.393673
42,VITS - eta: 10,675,0.6442308,9.0,105.0,9.0,104.0,0.3721375,0.632,31056.113,91.15846
42,VITS - eta: 10,676,0.63461536,12.0,55.0,9.0,55.0,0.31411818,0.33306667,31089.459,33.345734
42,VITS - eta: 10,677,0.63461536,28.0,95.0,10.0,95.0,0.4403684,0.5808,31180.303,90.84433
42,VITS - eta: 10,678,0.6442308,11.0,80.0,10.0,80.0,0.43295318,0.48666668,31275.984,95.68171
42,VITS - eta: 10,679,0.63461536,20.0,55.0,11.0,55.0,0.36454165,0.37573335,31366.803,90.81794
42,VITS - eta: 10,680,0.625,12.0,60.0,11.0,60.0,0.36580834,0.40986666,31462.785,95.98235
42,VITS - eta: 10,681,0.63461536,14.0,55.0,11.0,55.0,0.36454165,0.37573335,31552.186,89.399635
42,VITS - eta: 10,682,0.65384614,28.0,100.0,12.0,100.0,0.5375091,0.7856,31663.408,111.2219
42,VITS - eta: 10,683,0.625,16.0,50.0,12.0,50.0,0.36015862,0.3928,31755.41,92.001305
42,VITS - eta: 10,684,0.625,18.0,50.0,13.0,50.0,0.38812158,0.43546668,31849.29,93.87967
42,VITS - eta: 10,685,0.6442308,27.0,95.0,13.0,95.0,0.5346,0.8368,31939.775,90.48665
42,VITS - eta: 10,686,0.63461536,19.0,70.0,14.0,69.0,0.4603375,0.6832,32030.297,90.52199
42,VITS - eta: 10,687,0.6442308,14.0,80.0,14.0,79.0,0.5287838,0.7856,32061.863,31.566566
42,VITS - eta: 10,688,0.625,24.0,65.0,14.0,65.0,0.45416668,0.6488,32073.34,11.476681
42,VITS - eta: 10,689,0.63461536,26.0,55.0,15.0,55.0,0.4212625,0.6144,32077.697,4.3572564
42,VITS - eta: 10,690,0.61538464,25.0,65.0,15.0,42.0,0.38224998,0.46106666,32079.633,1.9360404
42,VITS - eta: 10,691,0.625,19.0,50.0,16.0,50.0,0.4178125,0.5976,32083.074,3.4411051
42,VITS - eta: 10,692,0.625,22.0,75.0,16.0,44.0,0.43982,0.5208,32088.611,5.5379906
42,VITS - eta: 10,693,0.63461536,21.0,75.0,17.0,75.0,0.47727093,0.88773334,32091.373,2.762282
42,VITS - eta: 10,694,0.63461536,20.0,85.0,17.0,13.0,0.52567583,1.0072,32098.191,6.8175206
42,VITS - eta: 10,695,0.625,20.0,50.0,17.0,50.0,0.43082917,0.5976,32101.598,3.4056373
42,VITS - eta: 10,696,0.63461536,24.0,70.0,18.0,52.0,0.47727093,0.6488,32104.004,2.4069383
42,VITS - eta: 10,697,0.65384614,10.0,105.0,10.0,105.0,0.47500667,0.6488,32109.453,5.4483085
42,VITS - eta: 10,698,0.6442308,15.0,90.0,11.0,87.0,0.44009998,0.6144,32114.092,4.6389327
42,VITS - eta: 10,699,0.63461536,16.0,70.0,11.0,69.0,0.42886874,0.4696,32119.303,5.2116966
42,VITS - eta: 10,700,0.625,22.0,70.0,12.0,69.0,0.42886874,0.53786665,32125.44,6.1364384
42,VITS - eta: 10,701,0.61538464,28.0,50.0,12.0,49.0,0.36015862,0.38426667,32132.848,7.4086676
42,VITS - eta: 10,702,0.625,21.0,80.0,12.0,79.0,0.4355857,0.6144,32147.701,14.854449
42,VITS - eta: 10,703,0.625,12.0,50.0,12.0,49.0,0.36015862,0.38426667,32158.56,10.859066
42,VITS - eta: 10,704,0.63461536,22.0,80.0,12.0,79.0,0.4355857,0.6144,32173.195,14.635609
42,VITS - eta: 10,705,0.6442308,10.0,95.0,10.0,94.0,0.4403684,0.5808,32184.434,11.238313
42,VITS - eta: 10,706,0.63461536,10.0,55.0,10.0,54.0,0.32882273,0.33306667,32191.373,6.939815
42,VITS - eta: 10,707,0.63461536,19.0,60.0,11.0,60.0,0.330924,0.40986666,32204.883,13.510572
42,VITS - eta: 10,708,0.63461536,27.0,55.0,11.0,55.0,0.36454165,0.37573335,32240.934,36.05085
42,VITS - eta: 10,709,0.6442308,21.0,105.0,11.0,104.0,0.50975555,0.7,32335.58,94.64662
42,VITS - eta: 10,710,0.625,22.0,60.0,12.0,60.0,0.42578182,0.4696,32371.398,35.8182
42,VITS - eta: 10,711,0.6442308,23.0,100.0,12.0,99.0,0.50975555,0.768,32411.918,40.519615
42,VITS - eta: 10,712,0.63461536,25.0,70.0,13.0,69.0,0.42843384,0.6144,32429.459,17.541294
42,VITS - eta: 10,713,0.625,24.0,60.0,13.0,60.0,0.45483026,0.52933335,32435.043,5.5834765
42,VITS - eta: 10,714,0.63461536,15.0,80.0,13.0,71.0,0.46502632,0.632,32438.479,3.4358695
42,VITS - eta: 10,715,0.63461536,19.0,50.0,14.0,49.0,0.41965857,0.48666668,32442.764,4.2841907
42,VITS - eta: 10,716,0.625,21.0,50.0,14.0,49.0,0.41965857,0.48666668,32447.383,4.619182
42,VITS - eta: 10,717,0.63461536,16.0,80.0,15.0,5.0,0.463535,0.030933334,32453.568,6.1865125
42,VITS - eta: 10,718,0.65384614,10.0,100.0,10.0,100.0,0.44009998,0.6144,32456.53,2.9617193
42,VITS - eta: 10,719,0.63461536,12.0,75.0,11.0,74.0,0.43245918,0.50373334,32456.941,0.41128206
42,VITS - eta: 10,720,0.63461536,24.0,90.0,11.0,90.0,0.44009998,0.6144,32459.121,2.1801834
42,VITS - eta: 10,721,0.6442308,27.0,100.0,11.0,100.0,0.4746684,0.6832,32460.8,1.680164
42,VITS - eta: 10,722,0.63461536,23.0,60.0,12.0,59.0,0.39056924,0.46106666,32462.205,1.4049771
42,VITS - eta: 10,723,0.63461536,12.0,80.0,12.0,80.0,0.46566564,0.632,32466.012,3.8069766
42,VITS - eta: 10,724,0.63461536,23.0,80.0,13.0,80.0,0.46502632,0.7,32470.361,4.3501906
42,VITS - eta: 10,725,0.6442308,10.0,105.0,10.0,105.0,0.47393027,0.6488,32474.584,4.2216864
42,VITS - eta: 10,726,0.61538464,25.0,60.0,11.0,59.0,0.330924,0.40133333,32476.938,2.3542593
42,VITS - eta: 10,727,0.63461536,16.0,75.0,11.0,74.0,0.43245918,0.50373334,32484.373,7.4364424
42,VITS - eta: 10,728,0.63461536,10.0,85.0,10.0,84.0,0.43295318,0.5122667,32495.307,10.933049
42,VITS - eta: 10,729,0.6442308,18.0,100.0,10.0,99.0,0.44009998,0.5976,32507.79,12.482672
42,VITS - eta: 10,730,0.63461536,11.0,60.0,10.0,59.0,0.330924,0.35866666,32517.934,10.145439
42,VITS - eta: 10,731,0.625,26.0,60.0,11.0,60.0,0.36580834,0.40986666,32531.455,13.5214405
42,VITS - eta: 10,732,0.625,21.0,65.0,11.0,65.0,0.39382905,0.444,32567.81,36.355747
42,VITS - eta: 10,733,0.65384614,14.0,105.0,12.0,104.0,0.47414544,0.8024,32601.613,33.802315
42,VITS - eta: 10,734,0.6442308,22.0,85.0,12.0,84.0,0.46817097,0.6488,32632.936,31.321703
42,VITS - eta: 10,735,0.63461536,13.0,80.0,12.0,80.0,0.46566564,0.632,32642.127,9.192143
42,VITS - eta: 10,736,0.6442308,29.0,105.0,13.0,32.0,0.4679906,0.28186667,32649.043,6.9161096
42,VITS - eta: 10,737,0.61538464,11.0,50.0,11.0,49.0,0.32882273,0.33306667,32650.203,1.1597021
42,VITS - eta: 10,738,0.63461536,27.0,75.0,12.0,74.0,0.42783043,0.5808,32658.482,8.278409
42,VITS - eta: 10,739,0.63461536,22.0,60.0,12.0,59.0,0.39056924,0.46106666,32676.53,18.047314
42,VITS - eta: 10,740,0.6442308,22.0,65.0,12.0,64.0,0.4294143,0.4952,32688.107,11.578392
42,VITS - eta: 10,741,0.63461536,21.0,70.0,13.0,69.0,0.42843384,0.6144,32706.736,18.628954
42,VITS - eta: 10,742,0.625,20.0,70.0,13.0,70.0,0.42843384,0.6144,32717.373,10.637516
42,VITS - eta: 10,743,0.6442308,17.0,75.0,14.0,75.0,0.49677253,0.7512,32719.492,2.1182232
42,VITS - eta: 10,744,0.6442308,11.0,90.0,11.0,90.0,0.44009998,0.6144,32721.545,2.0527833
42,VITS - eta: 10,745,0.63461536,24.0,50.0,12.0,49.0,0.36015862,0.38426667,32724.123,2.5787628
42,VITS - eta: 10,746,0.6442308,22.0,75.0,12.0,74.0,0.42783043,0.5808,32730.64,6.517991
42,VITS - eta: 10,747,0.625,29.0,65.0,12.0,64.0,0.4294143,0.4952,32741.354,10.71352
42,VITS - eta: 10,748,0.63461536,13.0,75.0,13.0,75.0,0.458325,0.6656,32749.475,8.120192
42,VITS - eta: 10,749,0.6442308,9.0,85.0,9.0,85.0,0.27789167,0.5208,32751.355,1.880669
42,VITS - eta: 10,750,0.6442308,28.0,85.0,10.0,85.0,0.45554566,0.5208,32753.29,1.9337987
42,VITS - eta: 10,751,0.63461536,13.0,70.0,10.0,69.0,0.36642855,0.4184,32756.398,3.1091852
42,VITS - eta: 10,752,0.6442308,16.0,100.0,11.0,100.0,0.47500667,0.6832,32760.031,3.632487
42,VITS - eta: 10,753,0.625,9.0,60.0,9.0,59.0,0.28853637,0.35866666,32764.064,4.032676
42,VITS - eta: 10,754,0.63461536,24.0,60.0,9.0,59.0,0.28853637,0.35866666,32770.26,6.198654
42,VITS - eta: 10,755,0.63461536,18.0,70.0,10.0,70.0,0.3943,0.42693335,32793.21,22.948269
